raceid,driverid,qnumber,q
940,834,1,00:01:47.1
941,1,1,00:01:38.6
941,1,2,00:01:37.7
941,1,3,00:01:37.4
941,3,1,00:01:38.3
941,3,2,00:01:37.5
941,3,3,00:01:37.1
941,4,1,00:01:40.1
941,8,1,00:01:39.2
941,8,2,00:01:38.2
941,8,3,00:01:38.3
941,13,1,00:01:38.9
941,13,2,00:01:39.9
941,18,1,00:01:39.7
941,18,2,00:01:39.8
941,20,1,00:01:38.6
941,20,2,00:01:38.4
941,20,3,00:01:38
941,154,1,00:01:39.1
941,154,2,00:01:38.8
941,154,3,00:01:38.8
941,807,1,00:01:39.3
941,807,2,00:01:38.7
941,807,3,00:01:38.7
941,813,1,00:01:39.7
941,813,2,00:01:39.8
941,815,1,00:01:39.6
941,815,2,00:01:38.9
941,815,3,00:01:38.7
941,817,1,00:01:39.6
941,817,2,00:01:39
941,817,3,00:01:39.7
941,822,1,00:01:38.4
941,822,2,00:01:38.2
941,822,3,00:01:37.9
941,826,1,00:01:39.6
941,826,2,00:01:39.2
941,828,1,00:01:40.7
941,829,1,00:01:43.7
941,830,1,00:01:39.4
941,830,2,00:01:39.1
941,830,3,00:01:38.9
941,831,1,00:01:40
941,831,2,00:01:39.3
941,833,1,00:01:43.8
942,1,1,00:01:56.9
942,1,2,00:01:56.9
942,3,1,00:01:56.7
942,3,2,00:01:56.8
942,4,1,00:01:59.7
942,4,2,00:02:00.3
942,8,1,00:01:58.2
942,8,2,00:01:59.7
942,13,1,00:02:00.9
942,13,2,00:02:00
942,18,1,00:02:00.3
942,18,2,00:02:01.2
942,20,1,00:02:01
942,20,2,00:01:58.6
942,154,1,00:02:00.2
942,154,2,00:02:00.6
942,807,1,00:01:58.3
942,807,2,00:01:59.3
942,813,1,00:02:00.8
942,813,2,00:02:01.6
942,815,1,00:01:59.3
942,815,2,00:01:59.2
942,817,1,00:01:56.5
942,817,2,00:01:58
942,822,1,00:01:59.6
942,822,2,00:02:00.3
942,826,1,00:01:57.6
942,826,2,00:01:58.4
942,828,1,00:02:02.2
942,829,1,00:02:04.5
942,830,1,00:01:58.7
942,830,2,00:02:00.2
942,831,1,00:02:03.2
942,832,1,00:02:07.3
942,834,1,00:02:04.2
943,1,1,00:01:20.8
943,1,2,00:01:19.8
943,1,3,00:01:19.7
943,3,1,00:01:20.4
943,3,2,00:01:20.1
943,3,3,00:01:19.5
943,4,1,00:01:21.8
943,8,1,00:01:21.4
943,8,2,00:01:22.5
943,13,1,00:01:21.4
943,13,2,00:01:20.6
943,13,3,00:01:20.6
943,18,1,\N
943,20,1,00:01:20.5
943,20,2,00:01:20
943,20,3,00:01:19.8
943,154,1,00:01:21.6
943,154,2,00:01:21
943,807,1,00:01:21.3
943,807,2,00:01:20.9
943,807,3,00:01:20.8
943,813,1,00:01:21.5
943,813,2,00:01:21.3
943,815,1,00:01:21
943,815,2,00:01:20.7
943,815,3,00:01:20.7
943,817,1,00:01:21.2
943,817,2,00:01:20.8
943,817,3,00:01:20.4
943,822,1,00:01:20.8
943,822,2,00:01:20.5
943,822,3,00:01:20.4
943,826,1,00:01:20.8
943,826,2,00:01:20.5
943,826,3,00:01:20.4
943,828,1,00:01:21.3
943,828,2,00:01:21.5
943,829,1,00:01:24.4
943,830,1,00:01:21
943,830,2,00:01:20.9
943,830,3,00:01:20.7
943,831,1,00:01:21.8
943,832,1,00:01:21
943,832,2,00:01:20.9
943,834,1,00:01:24.1
944,1,1,00:01:11.7
944,1,2,00:01:11.7
944,1,3,00:01:11.4
944,3,1,00:01:11.7
944,3,2,00:01:12.2
944,3,3,00:01:11.3
944,4,1,\N
944,8,1,00:01:12.2
944,8,2,00:01:12.2
944,8,3,00:01:12.1
944,13,1,00:01:13
944,13,2,00:01:12.9
944,13,3,00:01:12.4
944,18,1,00:01:13.4
944,20,1,00:01:12.2
944,20,2,00:01:11.9
944,20,3,00:01:11.8
944,154,1,00:01:13.1
944,154,2,00:01:13.9
944,807,1,00:01:12.6
944,807,2,00:01:12.5
944,807,3,00:01:12.3
944,813,1,00:01:13.4
944,815,1,00:01:13.1
944,815,2,00:01:13.1
944,817,1,00:01:12.6
944,817,2,00:01:12.8
944,817,3,00:01:12.4
944,822,1,00:01:12.9
944,822,2,00:01:12.4
944,822,3,00:01:12.1
944,826,1,00:01:12.7
944,826,2,00:01:12.5
944,826,3,00:01:12.3
944,828,1,00:01:13.3
944,828,2,00:01:13.2
944,829,1,00:01:16.3
944,830,1,00:01:12.8
944,830,2,00:01:12.7
944,830,3,00:01:12.7
944,831,1,00:01:13.1
944,831,2,00:01:13
944,832,1,00:01:13.3
944,832,2,00:01:13
944,834,1,00:01:16.2
945,1,1,00:01:41
945,1,2,00:01:40.8
945,1,3,00:01:40.6
945,3,1,00:01:41.1
945,3,2,00:01:41
945,3,3,00:01:40.2
945,4,1,00:01:43.2
945,8,1,00:01:42.5
945,8,2,00:01:41.6
945,8,3,00:01:41.1
945,13,1,00:01:42.3
945,13,2,00:01:42.3
945,13,3,00:01:41.8
945,18,1,00:01:42.6
945,18,2,00:01:42.7
945,20,1,00:01:42.9
945,154,1,00:01:42.6
945,807,1,00:01:42
945,807,2,00:01:41.9
945,807,3,00:01:41.7
945,813,1,00:01:42.9
945,813,2,00:01:42.8
945,815,1,00:01:42
945,815,2,00:01:41.6
945,815,3,00:01:41.2
945,817,1,00:01:42.3
945,817,2,00:01:41.8
945,817,3,00:01:41.4
945,822,1,00:01:42.6
945,822,2,00:01:41.9
945,822,3,00:01:41.7
945,826,1,00:01:42.5
945,826,2,00:01:42.3
945,826,3,00:01:41.9
945,828,1,00:01:43.8
945,829,1,00:01:46.3
945,830,1,00:01:42.9
945,830,2,00:01:42.5
945,831,1,00:01:42.9
945,831,2,00:01:43.6
945,832,1,00:01:42.9
945,832,2,00:01:42.5
945,832,3,00:01:42.7
945,833,1,00:01:47.4
948,1,1,00:01:25.4
948,1,2,00:01:24.6
948,1,3,00:01:23.8
948,3,1,00:01:26.9
948,3,2,00:01:24.8
948,3,3,00:01:24.2
948,4,1,00:01:26.5
948,4,2,00:01:26.1
948,8,1,00:01:26.6
948,8,2,00:01:25.6
948,8,3,00:01:25
948,13,1,00:01:25.9
948,13,2,00:01:25.6
948,13,3,00:01:25.5
948,18,1,00:01:26.7
948,18,2,00:01:26.3
948,20,1,00:01:26.9
948,20,2,00:01:25.3
948,20,3,00:01:24.7
948,154,1,00:01:28.3
948,807,1,00:01:26.6
948,807,2,00:01:25.9
948,815,1,00:01:26.6
948,815,2,00:01:25.8
948,817,1,00:01:26.9
948,817,2,00:01:25.6
948,817,3,00:01:25.6
948,821,1,00:01:29.6
948,822,1,00:01:27.1
948,822,2,00:01:26
948,825,1,00:01:27.3
948,825,2,00:01:27.7
948,826,1,00:01:28
948,828,1,00:01:27.4
948,830,1,00:01:26.9
948,830,2,00:01:25.6
948,830,3,00:01:25.4
948,831,1,00:01:28
948,832,1,00:01:27.1
948,832,2,00:01:25.4
948,832,3,00:01:25.6
948,835,1,00:01:27.2
948,835,2,00:01:27.6
948,836,1,00:01:29.6
948,837,1,00:01:29.6
949,1,1,00:01:31.4
949,1,2,00:01:30
949,1,3,00:01:29.5
949,3,1,00:01:31.3
949,3,2,00:01:30.5
949,3,3,00:01:29.6
949,8,1,00:01:31.7
949,8,2,00:01:30.6
949,8,3,00:01:30.2
949,13,1,00:01:32
949,13,2,00:01:31.4
949,13,3,00:01:31.2
949,18,1,00:01:32
949,18,2,00:01:32
949,20,1,00:01:31.6
949,20,2,00:01:30.4
949,20,3,00:01:30
949,154,1,00:01:32
949,154,2,00:01:31.8
949,807,1,00:01:32
949,807,2,00:01:31.6
949,807,3,00:01:31.6
949,815,1,00:01:32.9
949,817,1,00:01:31.4
949,817,2,00:01:31.1
949,817,3,00:01:30.9
949,821,1,00:01:32.1
949,821,2,00:01:31.9
949,822,1,00:01:31.7
949,822,2,00:01:30.9
949,822,3,00:01:31.2
949,825,1,00:01:33.2
949,826,1,00:01:32.6
949,826,2,00:01:32.2
949,828,1,00:01:32.8
949,830,1,00:01:31.9
949,830,2,00:01:31.8
949,831,1,00:01:34.4
949,832,1,00:01:31.7
949,832,2,00:01:31.8
949,835,1,00:01:33.4
949,836,1,00:01:32.8
949,837,1,00:01:34.2
949,838,1,00:01:32.5
949,838,2,00:01:31.9
950,1,1,\N
950,3,1,00:01:37.7
950,3,2,00:01:36.2
950,3,3,00:01:35.4
950,4,1,00:01:38.5
950,4,2,00:01:38.8
950,8,1,00:01:37.3
950,8,2,00:01:36.1
950,8,3,00:01:36
950,13,1,00:01:38
950,13,2,00:01:37.3
950,18,1,00:01:37.6
950,18,2,00:01:39.1
950,20,1,00:01:37
950,20,2,00:01:36.2
950,20,3,00:01:36.2
950,154,1,00:01:38.4
950,154,2,00:01:39.8
950,807,1,00:01:38.2
950,807,2,00:01:37.3
950,815,1,00:01:38.1
950,815,2,00:01:37.1
950,815,3,00:01:36.9
950,817,1,00:01:37.7
950,817,2,00:01:36.8
950,817,3,00:01:35.9
950,821,1,00:01:38.8
950,822,1,00:01:37.5
950,822,2,00:01:36.8
950,822,3,00:01:36.3
950,825,1,00:01:38.7
950,826,1,00:01:37.7
950,826,2,00:01:36.9
950,826,3,00:01:36.4
950,828,1,00:01:38.3
950,828,2,00:01:40.7
950,830,1,00:01:38.2
950,830,2,00:01:37.3
950,830,3,00:01:37.2
950,831,1,00:01:38.7
950,831,2,00:01:42.4
950,832,1,00:01:37.7
950,832,2,00:01:37.2
950,832,3,00:01:36.9
950,835,1,00:01:39.5
950,836,1,\N
950,837,1,00:01:40.3
951,1,1,00:01:36
951,1,2,00:01:35.8
951,3,1,00:01:36.1
951,3,2,00:01:35.3
951,3,3,00:01:35.4
951,4,1,00:01:38
951,4,2,00:01:37.8
951,8,1,00:01:37
951,8,2,00:01:36.7
951,8,3,00:01:36.7
951,13,1,00:01:37.8
951,13,2,00:01:37.2
951,13,3,00:01:37
951,18,1,00:01:38.3
951,18,2,00:01:37.7
951,20,1,00:01:36.6
951,20,2,00:01:36.6
951,20,3,00:01:36.1
951,154,1,00:01:38.4
951,154,2,00:01:38.1
951,807,1,00:01:38.6
951,807,2,00:01:37.8
951,815,1,00:01:38
951,815,2,00:01:37.3
951,815,3,00:01:37.2
951,817,1,00:01:38.1
951,817,2,00:01:37.6
951,817,3,00:01:37.1
951,821,1,00:01:38.7
951,821,2,00:01:38.1
951,822,1,00:01:37.7
951,822,2,00:01:37.1
951,822,3,00:01:36.5
951,825,1,00:01:38.9
951,826,1,00:01:38.3
951,826,2,00:01:37.6
951,826,3,00:01:37.5
951,828,1,00:01:39.5
951,830,1,00:01:38.1
951,830,2,00:01:37.5
951,830,3,00:01:37.6
951,831,1,00:01:39
951,832,1,00:01:37.8
951,832,2,00:01:37.7
951,835,1,00:01:39
951,836,1,00:01:39.4
951,837,1,00:01:39.5
952,1,1,00:01:23.2
952,1,2,00:01:22.2
952,1,3,00:01:22
952,3,1,00:01:23
952,3,2,00:01:22.8
952,3,3,00:01:22.3
952,4,1,00:01:24.6
952,4,2,00:01:24.2
952,4,3,00:01:24
952,8,1,00:01:23.8
952,8,2,00:01:23.5
952,8,3,00:01:23.1
952,13,1,00:01:24.9
952,18,1,00:01:24.6
952,18,2,00:01:24.3
952,20,1,00:01:24.1
952,20,2,00:01:23.7
952,20,3,00:01:23.3
952,154,1,00:01:24.7
952,154,2,00:01:24.5
952,807,1,00:01:24.5
952,807,2,00:01:24.2
952,815,1,00:01:24.7
952,815,2,00:01:24
952,815,3,00:01:23.8
952,817,1,00:01:23.7
952,817,2,00:01:23.6
952,817,3,00:01:22.7
952,821,1,00:01:24.4
952,821,2,00:01:24.8
952,822,1,00:01:24.3
952,822,2,00:01:24
952,822,3,00:01:23.5
952,825,1,00:01:24.7
952,825,2,00:01:24.6
952,826,1,00:01:24.7
952,826,2,00:01:24.4
952,828,1,00:01:25.2
952,830,1,00:01:23.6
952,830,2,00:01:23.2
952,830,3,00:01:23.1
952,831,1,00:01:25.6
952,832,1,00:01:24.5
952,832,2,00:01:24.1
952,832,3,00:01:23.6
952,835,1,00:01:24.9
952,836,1,00:01:25.7
952,837,1,00:01:25.9
953,1,1,00:01:14.8
953,1,2,00:01:14.1
953,1,3,00:01:13.9
953,3,1,00:01:14.9
953,3,2,00:01:14
953,3,3,00:01:13.8
953,4,1,00:01:15.5
953,4,2,00:01:15.1
953,4,3,00:01:15.4
953,8,1,00:01:15.5
953,8,2,00:01:14.8
953,8,3,00:01:14.7
953,13,1,00:01:15.7
953,13,2,00:01:15.4
953,18,1,00:01:15.6
953,18,2,00:01:15.4
953,20,1,00:01:14.6
953,20,2,00:01:14.3
953,20,3,00:01:14.6
953,154,1,00:01:15.5
953,154,2,00:01:15.6
953,807,1,00:01:15.3
953,807,2,00:01:15
953,807,3,00:01:14.7
953,815,1,00:01:15.3
953,815,2,00:01:14.9
953,815,3,00:01:14.9
953,817,1,00:01:14.9
953,817,2,00:01:14.4
953,817,3,00:01:13.6
953,821,1,00:01:15.6
953,821,2,00:01:15.3
953,822,1,00:01:15.5
953,822,2,00:01:15.3
953,825,1,00:01:16.3
953,825,2,00:01:16.1
953,826,1,00:01:15.4
953,826,2,00:01:14.8
953,826,3,00:01:15.3
953,828,1,00:01:16.3
953,830,1,00:01:22.5
953,831,1,\N
953,832,1,00:01:15.5
953,832,2,00:01:14.8
953,832,3,00:01:14.7
953,835,1,00:01:16.6
953,836,1,00:01:17.5
953,837,1,00:01:17.3
954,1,1,00:01:14.1
954,1,2,00:01:13.1
954,1,3,00:01:12.8
954,3,1,00:01:13.7
954,3,2,00:01:13.1
954,3,3,00:01:12.9
954,4,1,00:01:15
954,4,2,00:01:14.3
954,4,3,00:01:14.3
954,8,1,00:01:14.5
954,8,2,00:01:13.8
954,8,3,00:01:13.6
954,13,1,00:01:14.8
954,13,2,00:01:13.9
954,13,3,00:01:13.8
954,18,1,00:01:14.8
954,18,2,00:01:14.4
954,20,1,00:01:13.9
954,20,2,00:01:13.9
954,20,3,00:01:13
954,154,1,00:01:15.4
954,154,2,00:01:14.8
954,807,1,00:01:14.7
954,807,2,00:01:14.2
954,807,3,00:01:14
954,815,1,00:01:14.8
954,815,2,00:01:14.3
954,817,1,00:01:14
954,817,2,00:01:13.5
954,817,3,00:01:13.2
954,821,1,00:01:15.1
954,821,2,00:01:14.6
954,822,1,00:01:14.4
954,822,2,00:01:13.8
954,822,3,00:01:13.7
954,826,1,00:01:14.8
954,826,2,00:01:14.5
954,828,1,00:01:15.6
954,830,1,00:01:14.6
954,830,2,00:01:13.8
954,830,3,00:01:13.4
954,831,1,00:01:16.7
954,832,1,00:01:14.7
954,832,2,00:01:22
954,835,1,00:01:15.5
954,836,1,00:01:15.6
954,837,1,00:01:17.1
955,1,1,00:01:44.3
955,1,2,00:01:43.5
955,1,3,00:02:02
955,3,1,00:01:43.7
955,3,2,00:01:42.5
955,3,3,00:01:42.8
955,4,1,00:01:45.5
955,4,2,00:01:45.3
955,8,1,00:01:44.9
955,8,2,00:01:44.5
955,8,3,00:01:44.3
955,13,1,00:01:45.5
955,13,2,00:01:44.7
955,13,3,00:01:44.5
955,18,1,00:01:45.8
955,20,1,00:01:45.1
955,20,2,00:01:44.5
955,20,3,00:01:44
955,154,1,00:01:45.5
955,154,2,00:01:44.8
955,807,1,00:01:44.9
955,807,2,00:01:44.8
955,815,1,00:01:44.5
955,815,2,00:01:43.9
955,815,3,00:01:43.5
955,817,1,00:01:44.6
955,817,2,00:01:44.1
955,817,3,00:01:44
955,821,1,00:01:45.3
955,821,2,00:01:45.3
955,822,1,00:01:44.7
955,822,2,00:01:44.5
955,822,3,00:01:45.2
955,825,1,00:01:46.3
955,826,1,00:01:44.7
955,826,2,00:01:44.7
955,826,3,00:01:44.7
955,828,1,00:01:46.2
955,830,1,00:01:44.9
955,830,2,00:01:44.4
955,830,3,00:01:45.6
955,831,1,00:01:45.5
955,831,2,00:01:46
955,832,1,00:01:44.8
955,832,2,00:01:45
955,835,1,00:01:46.4
955,836,1,00:01:45.8
955,837,1,00:01:45.7
956,1,1,00:01:06.9
956,1,2,00:01:06.2
956,1,3,00:01:07.9
956,3,1,00:01:06.5
956,3,2,00:01:06.4
956,3,3,00:01:08.5
956,4,1,00:01:07.7
956,4,2,00:01:08.2
956,8,1,00:01:07.2
956,8,2,00:01:06.9
956,8,3,00:01:09.9
956,13,1,00:01:07.4
956,13,2,00:01:07.1
956,13,3,00:01:12
956,18,1,00:01:07.7
956,18,2,00:01:07.6
956,18,3,00:01:09.9
956,20,1,00:01:06.8
956,20,2,00:01:06.6
956,20,3,00:01:09.8
956,154,1,00:01:07.7
956,154,2,00:01:07.8
956,807,1,00:01:07.4
956,807,2,00:01:07.3
956,807,3,00:01:09.3
956,815,1,00:01:07.7
956,817,1,00:01:07.5
956,817,2,00:01:06.8
956,817,3,00:01:10
956,821,1,00:01:07.7
956,821,2,00:01:07.6
956,822,1,00:01:07.1
956,822,2,00:01:06.9
956,822,3,00:01:10.4
956,825,1,00:01:07.9
956,826,1,00:01:08.4
956,828,1,00:01:08.4
956,830,1,00:01:07.1
956,830,2,00:01:06.9
956,830,3,00:01:11.2
956,831,1,00:01:08.4
956,832,1,00:01:07.6
956,835,1,00:01:08
956,836,1,00:01:07.6
956,836,2,00:01:07.7
956,837,1,00:01:08
957,1,1,00:01:30.7
957,1,2,00:01:29.2
957,1,3,00:01:29.3
957,3,1,00:01:30.7
957,3,2,00:01:30
957,3,3,00:01:29.6
957,4,1,00:01:32.3
957,4,2,00:01:31.7
957,4,3,00:01:32.3
957,8,1,00:01:31.3
957,8,2,00:01:31.4
957,8,3,00:01:30.9
957,13,1,00:01:32.1
957,13,2,00:01:32
957,18,1,00:01:32.8
957,20,1,00:01:31.6
957,20,2,00:01:30.7
957,20,3,00:01:31.5
957,154,1,00:01:32.3
957,154,2,00:01:32
957,807,1,00:01:32.3
957,807,2,00:01:31.8
957,807,3,00:01:32.2
957,815,1,00:01:32.3
957,815,2,00:01:31.9
957,817,1,00:01:31.7
957,817,2,00:01:31.3
957,817,3,00:01:30.6
957,821,1,00:01:32.2
957,821,2,00:01:32.2
957,822,1,00:01:31.9
957,822,2,00:01:31.5
957,822,3,00:01:31.6
957,825,1,00:01:32.7
957,825,2,00:01:37.1
957,826,1,00:01:32.6
957,826,2,00:01:32.3
957,830,1,00:01:31.3
957,830,2,00:01:30.7
957,830,3,00:01:30.3
957,831,1,00:01:33.5
957,832,1,00:01:32.1
957,832,2,00:01:31.7
957,832,3,00:01:32
957,835,1,00:01:32.9
957,836,1,00:01:33.2
957,837,1,00:01:33.1
958,1,1,00:01:34.2
958,1,2,00:01:24.8
958,1,3,00:01:20.1
958,3,1,00:01:33.3
958,3,2,00:01:22.8
958,3,3,00:01:20
958,4,1,00:01:35.2
958,4,2,00:01:23.8
958,4,3,00:01:21.2
958,8,1,00:01:36.9
958,8,2,00:01:25.4
958,13,1,00:01:44
958,18,1,00:01:38
958,18,2,00:01:24.5
958,18,3,00:01:21.6
958,20,1,00:01:35.7
958,20,2,00:01:24.1
958,20,3,00:01:20.9
958,154,1,00:01:35.9
958,154,2,00:01:24.9
958,807,1,00:01:41.5
958,807,2,00:01:23.9
958,807,3,00:01:21.8
958,815,1,00:01:41.4
958,815,2,00:01:25.4
958,817,1,00:01:40
958,817,2,00:01:23.2
958,817,3,00:01:20.3
958,821,1,00:01:39
958,821,2,00:01:26.2
958,822,1,00:01:42.8
958,822,2,00:01:24.5
958,822,3,00:01:22.2
958,825,1,00:01:44.5
958,826,1,00:01:36.7
958,826,2,00:01:25.3
958,828,1,00:01:47
958,830,1,00:01:40.4
958,830,2,00:01:22.7
958,830,3,00:01:20.6
958,831,1,00:01:37.8
958,831,2,00:01:27.1
958,832,1,00:01:36.1
958,832,2,00:01:24.7
958,832,3,00:01:21.1
958,835,1,00:01:44
958,836,1,00:01:47.3
958,837,1,00:01:50.2
959,1,1,00:01:15.2
959,1,2,00:01:14.7
959,1,3,00:01:14.5
959,3,1,00:01:15.5
959,3,2,00:01:14.8
959,3,3,00:01:14.4
959,4,1,00:01:16.3
959,4,2,00:01:16
959,8,1,00:01:15.8
959,8,2,00:01:15.2
959,8,3,00:01:15.1
959,13,1,00:01:16.5
959,13,2,00:01:15.7
959,13,3,00:01:15.6
959,18,1,00:01:16.2
959,18,2,00:01:15.9
959,20,1,00:01:15.9
959,20,2,00:01:15.6
959,20,3,00:01:15.3
959,154,1,00:01:16.3
959,154,2,00:01:16.1
959,807,1,00:01:16.3
959,807,2,00:01:15.6
959,807,3,00:01:15.5
959,815,1,00:01:16.2
959,815,2,00:01:15.5
959,815,3,00:01:15.5
959,817,1,00:01:15.6
959,817,2,00:01:15.5
959,817,3,00:01:14.7
959,821,1,00:01:16
959,821,2,00:01:15.9
959,822,1,00:01:16
959,822,2,00:01:15.5
959,822,3,00:01:15.5
959,825,1,00:01:16.7
959,826,1,00:01:16.9
959,828,1,00:01:17.2
959,830,1,00:01:15.9
959,830,2,00:01:15.1
959,830,3,00:01:14.8
959,831,1,00:01:17.1
959,832,1,00:01:16.3
959,832,2,00:01:16
959,835,1,00:01:16.6
959,835,2,00:01:16.7
959,836,1,00:01:16.7
959,837,1,00:01:17
960,1,1,00:01:50
960,3,1,00:01:48
960,3,2,00:01:47
960,3,3,00:01:46.7
960,8,1,00:01:47.9
960,8,2,00:01:47.7
960,8,3,00:01:46.9
960,13,1,00:01:47.7
960,13,2,00:01:47.7
960,13,3,00:01:48.3
960,18,1,00:01:48.7
960,18,2,00:01:48.1
960,18,3,00:01:48.1
960,20,1,00:01:47.8
960,20,2,00:01:47.9
960,20,3,00:01:47.1
960,154,1,00:01:48.8
960,154,2,00:01:48.3
960,807,1,00:01:48.1
960,807,2,00:01:47.3
960,807,3,00:01:47.5
960,815,1,00:01:48.1
960,815,2,00:01:47.5
960,815,3,00:01:47.4
960,817,1,00:01:48.4
960,817,2,00:01:48
960,817,3,00:01:47.2
960,821,1,00:01:48.7
960,821,2,00:01:48.6
960,822,1,00:01:48.7
960,822,2,00:01:47.9
960,822,3,00:01:47.6
960,825,1,00:01:48.8
960,825,2,00:01:48.5
960,826,1,00:01:49.1
960,828,1,00:01:49.1
960,830,1,00:01:48.4
960,830,2,00:01:47.2
960,830,3,00:01:46.9
960,831,1,00:01:48.9
960,832,1,00:01:48.9
960,832,2,00:01:49
960,835,1,00:01:48.9
960,835,2,00:01:48.9
960,836,1,00:01:48.6
960,836,2,00:01:49.3
960,839,1,00:01:49.1
961,1,1,00:01:21.9
961,1,2,00:01:21.5
961,1,3,00:01:21.1
961,3,1,00:01:22.5
961,3,2,00:01:21.8
961,3,3,00:01:21.6
961,4,1,00:01:23.8
961,4,2,00:01:23.3
961,8,1,00:01:23.2
961,8,2,00:01:22.6
961,8,3,00:01:22.1
961,13,1,00:01:23.5
961,13,2,00:01:23
961,18,1,00:01:23.7
961,18,2,00:01:23.4
961,20,1,00:01:23.1
961,20,2,00:01:22.3
961,20,3,00:01:22
961,154,1,00:01:23.4
961,154,2,00:01:23.1
961,807,1,00:01:23.3
961,807,2,00:01:23
961,807,3,00:01:22.8
961,815,1,00:01:23.4
961,815,2,00:01:22.9
961,815,3,00:01:22.8
961,817,1,00:01:23.2
961,817,2,00:01:22.6
961,817,3,00:01:22.4
961,821,1,00:01:23.4
961,821,2,00:01:22.9
961,821,3,00:01:23.2
961,822,1,00:01:23.3
961,822,2,00:01:22.5
961,822,3,00:01:22.4
961,825,1,00:01:24.4
961,826,1,00:01:23.8
961,828,1,00:01:24.1
961,830,1,00:01:23.2
961,830,2,00:01:22.9
961,830,3,00:01:22.4
961,831,1,00:01:24
961,832,1,00:01:23.7
961,832,2,00:01:23.5
961,835,1,00:01:24.2
961,836,1,00:01:23.8
961,836,2,00:01:23.3
962,1,1,00:01:45.2
962,1,2,00:01:43.5
962,1,3,00:01:43.3
962,3,1,00:01:45.3
962,3,2,00:01:43
962,3,3,00:01:42.6
962,4,1,00:01:45.4
962,4,2,00:01:44.7
962,4,3,00:01:44.6
962,8,1,00:01:45
962,8,2,00:01:44.2
962,8,3,00:01:43.5
962,13,1,00:01:46.1
962,13,2,00:01:45
962,18,1,00:01:45.3
962,18,2,00:01:45.1
962,20,1,00:01:49.1
962,154,1,00:01:45.6
962,154,2,00:01:45.7
962,807,1,00:01:46.1
962,807,2,00:01:44.7
962,807,3,00:01:44.5
962,815,1,00:01:45.2
962,815,2,00:01:44.7
962,815,3,00:01:44.6
962,817,1,00:01:44.3
962,817,2,00:01:43.9
962,817,3,00:01:43.1
962,821,1,00:01:45.5
962,821,2,00:01:45.6
962,822,1,00:01:46.1
962,822,2,00:01:44.7
962,825,1,00:01:46.8
962,826,1,00:01:45.3
962,826,2,00:01:44.5
962,826,3,00:01:44.5
962,828,1,00:01:46.4
962,828,2,00:01:47.8
962,830,1,00:01:45
962,830,2,00:01:44.1
962,830,3,00:01:43.3
962,831,1,00:01:46.9
962,832,1,00:01:45.5
962,832,2,00:01:44.5
962,832,3,00:01:44.2
962,835,1,00:01:47
962,836,1,00:01:47.7
962,839,1,00:01:48.3
963,1,1,00:01:34.4
963,1,2,00:01:33
963,1,3,00:01:32.8
963,3,1,00:01:34.5
963,3,2,00:01:33.6
963,3,3,00:01:33.3
963,4,1,00:01:37.2
963,8,1,00:01:34.6
963,8,2,00:01:33.9
963,8,3,00:01:33.6
963,13,1,00:01:35.3
963,13,2,00:01:34.4
963,13,3,00:01:34.7
963,18,1,00:01:35.3
963,18,2,00:01:34.4
963,18,3,00:01:34.5
963,20,1,00:01:34.6
963,20,2,00:01:34
963,20,3,00:01:33.6
963,154,1,00:01:35.4
963,154,2,00:01:35
963,807,1,00:01:34.8
963,807,2,00:01:34.4
963,807,3,00:01:34.5
963,815,1,00:01:35.1
963,815,2,00:01:34.5
963,815,3,00:01:34.3
963,817,1,00:01:35.1
963,817,2,00:01:33.9
963,817,3,00:01:33.5
963,821,1,00:01:35.7
963,821,2,00:01:35.1
963,822,1,00:01:35.2
963,822,2,00:01:34.6
963,825,1,00:01:35.6
963,825,2,00:01:35.3
963,826,1,00:01:35.7
963,826,2,00:01:35.4
963,828,1,00:01:35.8
963,830,1,00:01:35.4
963,830,2,00:01:33.8
963,830,3,00:01:33.4
963,831,1,00:01:35.9
963,832,1,00:01:35.6
963,832,2,00:01:35.4
963,835,1,00:01:36
963,836,1,00:01:36.6
963,839,1,00:01:36.5
964,1,1,00:01:32.2
964,1,2,00:01:31.1
964,1,3,00:01:30.7
964,3,1,00:01:31.9
964,3,2,00:01:30.7
964,3,3,00:01:30.6
964,4,1,00:01:32.8
964,4,2,00:01:32.7
964,8,1,00:01:31.7
964,8,2,00:01:31.4
964,8,3,00:01:30.9
964,13,1,00:01:32.6
964,13,2,00:01:32.4
964,18,1,00:01:32.9
964,20,1,00:01:31.7
964,20,2,00:01:31.2
964,20,3,00:01:31
964,154,1,00:01:32.5
964,154,2,00:01:32.2
964,154,3,00:01:32
964,807,1,00:01:32.4
964,807,2,00:01:32.2
964,807,3,00:01:32.1
964,815,1,00:01:32.7
964,815,2,00:01:32.2
964,815,3,00:01:32
964,817,1,00:01:32.5
964,817,2,00:01:31.7
964,817,3,00:01:31.2
964,821,1,00:01:32.6
964,821,2,00:01:32.2
964,821,3,00:01:32.5
964,822,1,00:01:32.4
964,822,2,00:01:32.3
964,825,1,00:01:33
964,826,1,00:01:32.6
964,826,2,00:01:32.6
964,828,1,00:01:33.2
964,830,1,00:01:32.5
964,830,2,00:01:31.5
964,830,3,00:01:31.2
964,831,1,00:01:33.3
964,832,1,00:01:32.8
964,832,2,00:01:32.7
964,835,1,00:01:32.8
964,835,2,00:01:32.8
