raceId,constructorId,position,points,pointsTotal,wins
566,32,7,0,4,0
566,63,11,0,2,0
566,6,1,4,55,5
566,25,2,9,31,1
566,58,6,0,4,0
566,37,5,0,6,0
566,1,3,2,23,1
566,59,14,0,0,0
566,204,8,0,3,0
567,64,18,0,0,0
567,57,10,0,2,0
567,63,11,0,2,0
567,73,13,\N,1,0
567,67,5,4,6,0
567,32,6,2,6,0
567,27,4,0,10,0
567,56,12,0,2,0
567,204,7,3,6,0
567,59,14,0,0,0
567,1,3,9,31,2
567,37,8,0,6,0
567,58,9,0,4,0
567,25,2,6,37,1
567,6,1,0,55,5
568,64,15,0,0,0
568,57,12,0,2,0
568,63,10,2,4,0
568,73,13,\N,1,0
568,67,4,4,10,0
568,32,7,0,6,0
568,27,5,0,10,0
568,56,11,1,3,0
568,204,8,0,6,0
568,59,14,0,0,0
568,1,3,0,31,2
568,37,9,0,6,0
568,58,6,3,7,0
568,25,2,6,43,1
568,6,1,9,64,6
569,182,18,0,0,0
569,27,5,0,10,0
569,56,11,0,3,0
569,57,12,0,2,0
569,67,4,0,10,0
569,73,13,\N,1,0
569,32,7,2,8,0
569,63,10,0,4,0
569,6,1,0,64,6
569,25,2,6,49,1
569,58,8,0,7,0
569,37,9,0,6,0
569,1,3,9,40,3
569,59,14,0,0,0
569,204,6,3,9,0
570,182,18,0,0,0
570,27,5,6,16,0
570,56,11,0,3,0
570,57,12,0,2,0
570,67,4,9,19,1
570,73,13,\N,1,0
570,32,6,4,12,0
570,63,10,0,4,0
570,6,1,\N,64,6
570,25,2,0,49,1
570,58,8,0,7,0
570,37,9,1,7,0
570,1,3,3,43,3
570,59,14,0,0,0
570,204,7,0,9,0
571,70,16,0,0,0
571,27,5,0,16,0
571,56,11,0,3,0
571,57,12,0,2,0
571,67,4,0,19,1
571,73,13,\N,1,0
571,32,6,4,16,0
571,63,10,0,4,0
571,6,1,6,70,6
571,25,3,2,51,1
571,58,7,3,10,0
571,37,9,1,8,0
571,1,2,9,52,4
571,59,14,0,0,0
571,204,8,0,9,0
572,70,16,0,0,0
572,27,4,4,20,0
572,56,11,0,3,0
572,57,12,0,2,0
572,67,5,0,19,1
572,73,13,\N,1,0
572,32,7,0,16,0
572,63,10,0,4,0
572,6,1,6,76,6
572,25,2,2,53,1
572,58,8,0,10,0
572,37,6,9,17,1
572,1,3,0,52,4
572,59,14,0,0,0
572,204,9,0,9,0
573,27,4,0,20,0
573,56,11,0,3,0
573,57,12,0,2,0
573,67,6,0,19,1
573,73,13,\N,1,0
573,32,5,4,20,0
573,63,10,0,4,0
573,6,1,1,77,6
573,25,3,6,59,1
573,58,8,0,10,0
573,37,7,0,17,1
573,1,2,9,61,5
573,59,14,0,0,0
573,204,9,0,9,0
574,27,5,0,20,0
574,56,11,0,3,0
574,57,12,0,2,0
574,67,4,1,20,1
574,73,13,\N,1,0
574,32,6,0,20,0
574,63,10,0,4,0
574,6,1,4,81,6
574,25,3,6,65,1
574,58,8,0,10,0
574,37,7,2,19,1
574,1,2,9,70,6
574,59,14,0,0,0
574,204,9,0,9,0
575,72,18,0,0,0
575,64,14,0,0,0
575,27,6,0,20,0
575,56,11,0,3,0
575,57,12,\N,2,0
575,67,5,0,20,1
575,73,13,\N,1,0
575,32,4,9,29,1
575,63,10,3,7,0
575,6,1,2,83,6
575,25,3,6,71,1
575,58,8,0,10,0
575,37,7,0,19,1
575,1,2,4,74,6
575,59,15,0,0,0
575,204,9,0,9,0
576,56,14,0,0,0
576,66,13,0,0,0
576,73,12,0,0,0
576,3,11,0,0,0
576,1,1,9,9,1
576,64,2,6,6,0
576,34,3,4,4,0
576,6,4,3,3,0
576,25,5,2,2,0
576,67,6,0,0,0
576,32,7,0,0,0
576,37,8,0,0,0
576,26,9,0,0,0
576,202,10,0,0,0
577,66,15,0,0,0
577,73,6,0,0,0
577,63,11,0,0,0
577,3,12,0,0,0
577,56,14,0,0,0
577,1,1,6,15,1
577,64,3,1,7,0
577,34,2,9,13,1
577,6,4,3,6,0
577,25,5,0,2,0
577,67,7,0,0,0
577,32,8,0,0,0
577,37,9,0,0,0
577,26,10,0,0,0
577,202,13,0,0,0
578,75,8,0,0,0
578,66,16,0,0,0
578,73,7,0,0,0
578,63,13,0,0,0
578,3,14,0,0,0
578,56,15,0,0,0
578,1,2,1,16,1
578,64,5,0,7,0
578,34,1,6,19,1
578,6,4,2,8,0
578,25,3,9,11,1
578,67,6,0,0,0
578,32,9,0,0,0
578,37,11,0,0,0
578,26,12,0,0,0
578,202,10,0,0,0
579,57,17,0,0,0
579,66,16,0,0,0
579,73,11,0,0,0
579,63,13,0,0,0
579,3,10,0,0,0
579,56,15,0,0,0
579,1,2,4.5,20.5,2
579,64,5,0,7,0
579,34,1,2,21,1
579,6,4,0,8,0
579,25,3,0,11,1
579,67,9,0,0,0
579,32,6,3,3,0
579,37,8,1,1,0
579,26,14,0,0,0
579,202,7,1.5,1.5,0
580,57,17,0,0,0
580,75,12,0,0,0
580,66,16,0,0,0
580,73,11,0,0,0
580,63,13,0,0,0
580,3,10,0,0,0
580,56,15,0,0,0
580,1,1,6,26.5,2
580,64,5,0,7,0
580,34,2,4,25,1
580,6,3,9,17,1
580,25,4,2,13,1
580,67,9,0,0,0
580,32,6,3,6,0
580,37,8,0,1,0
580,202,7,0,1.5,0
581,75,12,0,0,0
581,66,14,0,0,0
581,63,13,0,0,0
581,3,10,0,0,0
581,56,16,0,0,0
581,1,2,0,26.5,2
581,64,5,0,7,0
581,34,1,4,29,1
581,6,3,9,26,2
581,25,4,6,19,1
581,67,9,0,0,0
581,32,6,0,6,0
581,37,8,0,1,0
581,202,7,1,2.5,0
582,75,11,1,1,0
582,66,14,0,0,0
582,73,7,3,3,0
582,63,13,0,0,0
582,3,12,0,0,0
582,56,16,0,0,0
582,1,3,0,26.5,2
582,34,2,6,33,1
582,25,4,0,19,1
582,37,10,0,1,0
583,74,18,0,0,0
583,57,16,0,0,0
583,75,11,0,1,0
583,66,14,0,0,0
583,73,8,\N,3,0
583,63,13,0,0,0
583,3,12,0,0,0
583,56,17,0,0,0
583,1,3,0,26.5,2
583,34,2,3,36,1
583,25,4,0,19,1
583,32,6,0,6,0
583,37,10,0,1,0
584,57,16,0,0,0
584,75,11,0,1,0
584,66,14,0,0,0
584,73,7,2,5,0
584,63,13,0,0,0
584,3,12,0,0,0
584,1,3,4,30.5,2
584,64,4,6,22,1
584,25,5,1,20,1
584,32,6,0,6,0
584,37,10,0,1,0
585,74,19,0,0,0
585,76,18,0,0,0
585,57,16,0,0,0
585,75,11,0,1,0
585,73,7,0,5,0
585,63,13,0,0,0
585,3,12,0,0,0
585,1,3,9,39.5,3
585,64,4,3,25,1
585,25,5,4,24,1
585,67,10,\N,2,0
585,32,6,0,6,0
585,37,9,2,3,0
586,74,19,0,0,0
586,57,13,1,1,0
586,75,11,2,3,0
586,73,9,0,5,0
586,3,8,6,6,0
586,1,3,0,39.5,3
586,64,4,0,25,1
586,25,5,0,24,1
586,67,12,\N,2,0
586,32,7,0,6,0
586,37,10,0,3,0
587,74,20,0,0,0
587,203,19,0,0,0
587,57,13,0,1,0
587,75,11,0,3,0
587,66,15,0,0,0
587,73,10,0,5,0
587,63,14,0,0,0
587,3,9,0,6,0
587,56,17,0,0,0
587,1,3,1.5,41,3
587,64,4,3,28,1
587,34,2,0,51,2
587,6,1,0.5,54.5,4
587,25,5,0,24,1
587,67,12,\N,2,0
588,74,20,0,0,0
588,203,19,0,0,0
588,57,13,0,1,0
588,75,11,0,3,0
588,66,15,0,0,0
588,73,10,0,5,0
588,3,9,0,6,0
588,56,17,0,0,0
588,1,3,6,47,3
588,64,4,2,30,1
588,34,2,3,54,2
588,6,1,9,63.5,5
588,25,5,0,24,1
588,67,12,\N,2,0
589,57,13,0,1,0
589,75,11,0,3,0
589,73,10,0,5,0
589,3,9,0,6,0
589,56,16,0,0,0
589,1,3,6,53,3
589,64,4,3,33,1
589,34,2,0,54,2
589,6,1,9,72.5,6
589,25,5,1,25,1
589,67,12,0,2,0
590,58,11,0,0,0
590,80,10,0,0,0
590,63,9,0,0,0
590,32,8,0,0,0
590,1,1,9,9,1
590,6,2,6,6,0
590,66,3,2,2,0
590,25,4,1,1,0
590,34,5,0,0,0
590,37,6,0,0,0
590,26,7,0,0,0
591,58,10,0,0,0
591,80,11,0,0,0
591,32,3,4,4,0
591,63,4,3,3,0
591,1,1,9,18,2
591,6,2,6,12,0
591,66,5,0,2,0
591,25,6,0,1,0
591,34,7,0,0,0
591,37,8,0,0,0
591,26,9,0,0,0
592,64,12,0,0,0
592,80,9,1,1,0
592,32,5,0,4,0
592,63,7,0,3,0
592,1,1,4,22,2
592,6,2,0,12,0
592,66,4,6,8,0
592,25,6,3,4,0
592,34,3,9,9,1
592,37,8,2,2,0
592,26,10,0,0,0
593,78,14,0,0,0
593,58,10,0,0,0
593,64,11,0,0,0
593,77,13,0,0,0
593,80,9,0,1,0
593,32,7,0,4,0
593,63,8,0,3,0
593,1,1,4,26,2
593,6,2,9,21,1
593,66,4,0,8,0
593,25,5,2,6,0
593,34,3,0,9,1
593,37,6,3,5,0
593,26,12,0,0,0
594,79,15,0,0,0
594,57,14,0,0,0
594,58,10,0,0,0
594,64,13,0,0,0
594,77,12,0,0,0
594,80,9,0,1,0
594,32,7,0,4,0
594,63,8,0,3,0
594,1,1,9,35,3
594,6,2,6,27,1
594,66,3,2,10,0
594,25,4,4,10,0
594,34,5,0,9,1
594,37,6,0,5,0
594,26,11,0,0,0
595,78,16,0,0,0
595,57,14,0,0,0
595,58,8,4,4,0
595,64,13,0,0,0
595,77,12,0,0,0
595,80,10,0,1,0
595,32,4,9,13,1
595,63,9,0,3,0
595,1,1,2,37,3
595,6,2,3,30,1
595,66,6,0,10,0
595,25,3,6,16,0
595,34,5,1,10,1
595,37,7,0,5,0
595,26,11,0,0,0
596,57,14,0,0,0
596,58,7,2,6,0
596,64,9,4,4,0
596,80,12,0,1,0
596,32,4,0,13,1
596,63,10,0,3,0
596,1,1,3,40,3
596,6,2,0,30,1
596,66,6,0,10,0
596,25,3,9,25,1
596,34,5,0,10,1
596,37,8,0,5,0
596,26,11,1,1,0
597,57,14,0,0,0
597,58,7,0,6,0
597,64,9,0,4,0
597,77,13,0,0,0
597,80,12,0,1,0
597,32,4,0,13,1
597,63,10,0,3,0
597,1,1,4,42,3
597,6,2,9,39,2
597,66,6,0,10,0
597,25,3,2,27,1
597,34,5,0,10,1
597,37,8,0,5,0
597,26,11,0,1,0
598,57,14,0,0,0
598,58,7,0,6,0
598,64,9,0,4,0
598,80,12,0,1,0
598,32,4,9,22,2
598,63,10,0,3,0
598,1,2,1,43,3
598,6,1,6,45,2
598,66,6,0,10,0
598,25,3,3,30,1
598,34,5,0,10,1
598,37,8,0,5,0
598,26,11,0,1,0
599,74,18,0,0,0
599,76,17,0,0,0
599,79,15,0,0,0
599,57,14,0,0,0
599,58,7,0,6,0
599,64,9,0,4,0
599,77,13,0,0,0
599,80,12,0,1,0
599,32,4,4,26,2
599,63,10,0,3,0
599,1,1,6,49,3
599,6,2,3,48,2
599,66,6,0,10,0
599,25,3,9,39,2
599,34,5,1,11,1
599,37,8,0,5,0
599,26,11,0,1,0
600,74,18,0,0,0
600,78,16,0,0,0
600,79,14,0,0,0
600,57,15,0,0,0
600,58,7,1,7,0
600,64,9,0,4,0
600,77,13,0,0,0
600,80,12,0,1,0
600,32,4,3,29,2
600,63,10,0,3,0
600,1,2,0,49,3
600,6,1,9,57,3
600,66,6,0,10,0
600,25,3,6,45,2
600,34,5,4,15,1
600,37,8,0,5,0
600,26,11,0,1,0
601,79,14,0,0,0
601,57,15,0,0,0
601,58,8,0,7,0
601,64,7,4,8,0
601,77,13,0,0,0
601,80,12,0,1,0
601,32,4,0,29,2
601,63,10,0,3,0
601,1,2,6,55,3
601,6,1,2,59,3
601,66,6,0,10,0
601,25,3,0,45,2
601,34,5,9,24,2
601,37,9,1,6,0
601,26,11,0,1,0
602,78,16,0,0,0
602,57,15,0,0,0
602,58,8,0,7,0
602,64,7,0,8,0
602,77,13,0,0,0
602,80,10,3,4,0
602,32,4,9,38,3
602,63,11,0,3,0
602,1,1,6,61,3
602,6,2,0,59,3
602,66,6,0,10,0
602,25,3,4,49,2
602,34,5,2,26,2
602,37,9,0,6,0
602,26,12,0,1,0
603,73,13,0,0,0
603,67,15,0,0,0
603,57,17,0,0,0
603,58,8,0,7,0
603,64,6,3,11,0
603,80,10,0,4,0
603,32,4,4,42,3
603,63,11,0,3,0
603,1,1,9,70,4
603,6,2,6,65,3
603,66,7,0,10,0
603,25,3,2,51,2
603,34,5,0,26,2
603,37,9,0,6,0
603,26,12,0,1,0
604,73,13,0,0,0
604,67,15,0,0,0
604,57,17,0,0,0
604,58,8,0,7,0
604,64,6,4,15,0
604,80,10,0,4,0
604,32,4,0,42,3
604,63,11,0,3,0
604,1,1,3,73,4
604,6,2,0,65,3
604,66,7,0,10,0
604,25,3,1,52,2
604,34,5,9,35,3
604,37,9,0,6,0
604,26,12,0,1,0
605,63,9,0,0,0
605,32,1,9,9,1
605,25,2,6,6,0
605,6,3,3,3,0
605,1,4,2,2,0
605,37,7,0,0,0
605,80,8,0,0,0
606,63,9,0,0,0
606,80,7,0,0,0
606,32,1,9,18,2
606,25,2,6,12,0
606,6,4,3,6,0
606,1,3,4,6,0
606,34,6,0,1,0
606,66,5,1,1,0
606,37,8,0,0,0
607,58,7,1,1,0
607,63,9,0,0,0
607,32,1,4,22,2
607,25,2,9,21,1
607,1,3,6,12,0
607,80,8,0,0,0
608,58,5,4,5,0
608,63,10,0,0,0
608,32,1,9,31,3
608,25,2,6,27,1
608,6,4,0,9,0
608,1,3,3,15,0
608,34,7,0,1,0
608,66,6,2,3,0
608,37,8,0,0,0
608,80,9,0,0,0
609,81,8,1,1,0
609,58,5,0,5,0
609,63,11,0,0,0
609,32,2,4,35,3
609,25,1,9,36,2
609,6,4,0,9,0
609,1,3,0,15,0
609,34,7,3,4,0
609,66,6,2,5,0
609,37,9,0,0,0
609,80,10,0,0,0
610,81,8,0,1,0
610,58,5,0,5,0
610,63,11,0,0,0
610,32,2,6,37,3
610,25,1,9,39,3
610,6,4,0,9,0
610,1,3,2,17,0
610,34,7,0,4,0
610,66,6,0,5,0
610,37,9,0,0,0
610,80,10,0,0,0
611,81,8,\N,1,0
611,58,6,0,5,0
611,63,11,0,0,0
611,32,2,6,43,3
611,25,1,4,43,3
611,6,4,1,10,0
611,1,3,9,26,1
611,34,5,3,7,0
611,66,7,0,5,0
611,37,9,0,0,0
611,80,10,0,0,0
612,57,12,0,0,0
612,81,9,\N,1,0
612,58,6,0,5,0
612,63,11,0,0,0
612,32,1,9,52,4
612,25,2,6,51,3
612,6,4,2,12,0
612,66,7,0,5,0
612,37,8,1,1,0
612,80,10,0,0,0
613,57,12,0,0,0
613,81,9,0,1,0
613,58,6,0,5,0
613,63,11,0,0,0
613,32,1,6,58,4
613,25,2,2,53,3
613,66,7,0,5,0
613,37,8,3,4,0
613,80,10,0,0,0
614,57,12,0,0,0
614,81,10,0,1,0
614,58,8,0,5,0
614,63,11,0,0,0
614,32,2,0,58,4
614,25,1,9,62,4
614,6,5,\N,12,0
614,1,3,3,38,2
614,34,4,0,12,0
614,66,7,2,7,0
614,37,6,4,8,0
614,80,9,1,1,0
615,81,11,\N,1,0
615,58,8,0,5,0
615,63,9,3,3,0
615,32,2,1,59,4
615,25,1,9,71,5
615,6,5,\N,12,0
615,1,3,4,42,2
615,34,4,2,14,0
615,66,7,0,7,0
615,37,6,0,8,0
615,80,10,0,1,0
616,57,12,0,0,0
616,81,11,\N,1,0
616,58,9,0,5,0
616,63,8,4,7,0
616,32,2,9,68,5
616,25,1,6,77,5
616,6,5,0,12,0
616,1,3,0,42,2
616,34,4,3,17,0
616,66,6,2,9,0
616,37,7,0,8,0
616,80,10,0,1,0
617,57,12,0,0,0
617,81,11,\N,1,0
617,58,9,0,5,0
617,63,8,0,7,0
617,32,2,9,77,6
617,25,1,3,80,5
617,6,5,0,12,0
617,1,3,4,46,2
617,34,4,1,18,0
617,66,6,0,9,0
617,37,7,0,8,0
617,80,10,0,1,0
618,57,12,0,0,0
618,81,11,\N,1,0
618,58,7,4,9,0
618,63,9,0,7,0
618,32,1,6,83,6
618,25,2,2,82,5
618,6,5,0,12,0
618,1,3,9,55,3
618,34,4,0,18,0
618,66,6,3,12,0
618,37,8,0,8,0
618,80,10,1,2,0
619,57,12,0,0,0
619,81,11,\N,1,0
619,58,8,0,9,0
619,63,9,0,7,0
619,32,1,9,92,7
619,25,2,0,82,5
619,6,6,0,12,0
619,1,3,3,58,3
619,34,4,4,22,0
619,66,7,0,12,0
619,37,5,6,14,0
619,80,10,0,2,0
620,1,2,6,6,0
620,25,1,9,9,1
620,82,9,0,0,0
620,6,3,4,4,0
620,37,5,1,1,0
620,34,6,0,0,0
621,32,4,6,6,0
621,25,2,0,9,1
621,82,9,0,0,0
621,6,3,3,7,0
621,63,6,0,2,0
622,37,6,1,4,0
622,25,4,0,9,1
622,82,9,0,0,0
622,6,3,6,13,0
622,63,5,3,5,0
623,25,4,3,12,1
623,82,9,1,1,0
623,6,3,6,19,0
623,63,6,0,5,0
623,37,7,0,4,0
623,34,8,0,1,0
623,66,5,9,9,1
624,34,9,0,1,0
624,37,7,2,6,0
624,63,6,3,8,0
624,6,3,0,19,0
624,81,10,0,0,0
624,25,4,6,18,1
624,82,8,1,2,0
625,25,2,9,27,2
625,82,8,4,6,0
625,1,3,0,23,1
625,6,4,0,19,0
625,63,6,1,9,0
625,37,7,2,8,0
625,34,9,0,1,0
625,66,5,0,9,1
625,32,1,6,34,2
626,83,11,0,0,0
626,81,10,0,0,0
626,25,2,6,33,2
626,82,6,3,9,0
626,1,3,4,27,1
626,6,4,1,20,0
626,63,7,0,9,0
626,37,8,0,8,0
626,34,9,0,1,0
626,66,5,0,9,1
626,32,1,9,43,3
627,81,10,0,0,0
627,25,2,0,33,2
627,82,7,0,9,0
627,1,4,2,29,1
627,6,3,9,29,1
627,63,8,0,9,0
627,37,6,4,12,0
627,34,9,1,2,0
627,66,5,3,12,1
627,32,1,0,43,3
628,84,11,0,0,0
628,81,10,0,0,0
628,25,3,0,33,2
628,82,8,2,11,0
628,1,2,6,35,1
628,6,4,0,29,1
628,63,7,3,12,0
628,37,6,0,12,0
628,34,9,0,2,0
628,66,5,1,13,1
628,32,1,9,52,4
629,81,10,0,0,0
629,25,3,0,33,2
629,82,8,0,11,0
629,1,2,4,39,1
629,6,4,0,29,1
629,63,5,6,18,0
629,37,7,0,12,0
629,34,9,2,4,0
629,66,6,1,14,1
629,32,1,9,61,5
630,25,3,9,42,3
630,82,7,1,12,0
630,1,2,10,45,1
630,6,4,2,31,1
630,63,5,0,18,0
630,37,8,0,12,0
630,34,9,3,7,0
630,66,6,0,14,1
630,32,1,0,61,5
631,81,10,0,0,0
631,25,2,9,51,4
631,82,8,0,12,0
631,1,3,4,47,1
631,6,4,2,33,1
631,63,5,0,18,0
631,37,6,3,15,0
631,34,9,0,7,0
631,66,7,0,14,1
631,32,1,0,61,5
632,199,9,0,0,0
632,200,8,0,0,0
632,6,1,9,9,1
632,25,2,6,6,0
632,180,3,3,3,0
632,82,4,2,2,0
632,1,5,1,1,0
632,63,6,0,0,0
632,34,7,0,0,0
633,200,9,0,0,0
633,66,4,3,3,0
633,6,1,6,15,1
633,25,2,9,15,1
633,180,5,0,3,0
633,82,3,4,6,0
633,1,6,2,3,0
633,63,7,0,0,0
633,34,8,0,0,0
634,200,3,6,6,0
634,66,7,0,3,0
634,6,2,4,19,1
634,25,1,9,24,2
634,180,6,2,5,0
634,82,4,0,6,0
634,1,5,3,6,0
634,63,8,1,1,0
634,34,9,0,0,0
635,200,4,3,9,0
635,34,9,0,0,0
635,63,8,2,3,0
635,1,6,0,6,0
635,82,5,0,6,0
635,180,7,0,5,0
635,25,2,0,24,2
635,6,1,9,28,2
636,199,10,0,0,0
636,200,4,0,9,0
636,34,9,0,0,0
636,63,8,0,3,0
636,1,7,0,6,0
636,82,6,2,8,0
636,180,5,4,9,0
636,25,1,9,33,3
636,6,2,0,28,2
637,200,3,6,15,0
637,66,5,0,12,0
637,6,2,0,28,2
637,25,1,9,42,4
637,180,4,4,13,0
637,82,6,0,8,0
637,1,7,0,6,0
637,63,8,2,5,0
637,34,9,0,0,0
638,200,3,2,17,0
638,66,5,0,12,0
638,6,2,4,32,2
638,25,1,9,51,5
638,180,4,0,13,0
638,82,6,0,8,0
638,1,7,0,6,0
638,63,8,0,5,0
638,34,9,1,1,0
639,199,10,0,0,0
639,200,5,1,18,0
639,34,8,4,5,0
639,63,9,0,5,0
639,1,7,0,6,0
639,82,6,\N,8,0
639,180,4,6,19,0
639,25,1,0,51,5
639,6,2,0,32,2
640,66,3,9,30,2
640,199,11,0,0,0
640,200,4,6,24,0
640,34,9,0,5,0
640,63,7,3,8,0
640,1,8,0,6,0
640,82,6,1,9,0
640,180,5,\N,19,0
640,25,1,4,55,5
640,6,2,0,32,2
641,66,3,0,30,2
641,200,4,6,30,0
641,34,9,0,5,0
641,63,8,0,8,0
641,1,6,4,10,0
641,82,7,0,9,0
641,180,5,2,21,0
641,25,1,9,64,6
641,6,2,0,32,2
642,200,4,4,33,0
642,66,2,6,36,2
642,6,3,1,33,2
642,25,1,9,73,7
642,180,5,0,21,0
642,82,7,0,9,0
642,1,6,0,10,0
642,63,8,0,8,0
642,34,9,0,5,0
643,86,8,0,0,0
643,34,1,9,9,1
643,187,2,6,6,0
643,37,3,4,4,0
643,66,6,0,0,0
644,198,9,0,0,0
644,86,8,0,0,0
644,187,2,6,12,0
644,34,3,0,9,1
644,37,1,9,13,1
645,198,9,0,0,0
645,187,2,3,15,0
645,34,1,6,15,1
645,82,5,4,7,0
646,86,8,0,0,0
646,34,2,2,17,1
646,37,1,6,19,1
646,82,5,4,11,0
647,85,10,0,0,0
647,198,9,0,0,0
647,187,4,1,16,0
647,86,8,0,0,0
647,34,3,0,17,1
647,82,5,2,13,0
648,85,10,0,0,0
648,198,9,0,0,0
648,187,4,3,19,0
648,34,3,4,21,1
648,82,5,2,15,0
649,198,9,0,0,0
649,63,10,0,0,0
649,187,4,4,23,0
649,34,3,6,27,1
649,37,2,2,33,1
650,85,11,0,0,0
650,198,10,0,0,0
650,63,8,0,0,0
650,187,4,4,27,0
650,86,9,0,0,0
650,34,3,2,29,1
650,82,6,1,16,0
17,23,1,11,172,8
17,1,3,0,71,2
17,7,5,5,59.5,0
17,4,8,0,26,0
17,3,7,0,34.5,0
17,5,10,1,8,0
17,10,9,0,13,0
17,2,6,4,36,0
17,9,2,18,153.5,6
17,6,4,0,70,1
651,198,9,0,0,0
651,63,8,0,0,0
651,187,4,0,27,0
651,86,10,0,0,0
651,34,3,4,33,1
651,82,6,1,17,0
652,85,11,0,0,0
652,198,8,0,0,0
652,63,9,0,0,0
652,187,5,3,30,0
652,86,10,0,0,0
652,34,3,2,35,1
652,37,2,6,39,1
653,25,11,0,0,0
653,198,9,0,0,0
653,63,8,2,2,0
653,187,5,1,31,0
653,86,10,0,0,0
653,34,4,0,35,1
654,25,11,0,0,0
654,198,9,0,0,0
654,63,8,1,3,0
654,187,5,0,31,0
654,34,4,0,35,1
654,82,7,0,21,0
655,25,11,0,0,0
655,63,8,0,3,0
655,187,5,4,35,0
655,34,4,0,35,1
655,82,7,2,23,0
656,66,4,0,0,0
656,196,1,9,9,1
656,180,2,6,6,0
656,187,3,4,4,0
657,196,1,9,18,2
657,180,3,0,6,0
657,66,4,2,2,0
657,187,2,6,10,0
658,187,3,2,12,0
658,66,5,0,2,0
658,196,1,0,18,2
658,180,2,9,15,1
658,167,6,0,0,0
659,180,2,6,21,1
659,196,1,9,27,3
659,66,6,0,2,0
660,180,2,1,22,1
660,196,1,9,36,4
660,66,6,\N,2,0
661,180,2,3,25,1
661,196,1,9,45,5
661,66,6,0,2,0
662,187,4,4,24,0
662,66,6,0,2,0
662,196,1,6,51,5
662,180,2,3,28,1
663,196,1,9,60,6
663,180,2,6,34,1
664,187,4,2,29,0
664,196,1,3,63,6
664,183,10,0,0,0
665,180,2,9,47,2
666,187,4,9,38,1
666,66,5,1,7,0
666,196,1,3,66,6
667,89,10,0,0,0
667,190,9,0,0,0
667,183,8,0,0,0
667,180,1,9,9,1
667,191,2,4,4,0
667,6,3,3,3,0
667,194,4,2,2,0
667,196,5,1,1,0
667,167,6,0,0,0
667,11,7,0,0,0
668,187,2,6,6,0
668,195,3,4,4,0
668,180,1,9,18,2
668,191,4,0,4,0
668,6,5,0,3,0
668,194,7,\N,2,0
668,196,6,2,3,0
668,11,9,0,0,0
669,82,11,0,0,0
669,187,2,2,8,0
669,195,3,4,8,0
669,180,1,9,27,3
669,191,5,0,4,0
669,6,6,\N,3,0
669,194,8,0,2,0
669,196,7,0,3,0
669,11,10,0,0,0
670,11,10,0,0,0
670,196,6,3,6,0
670,194,8,0,2,0
670,6,5,4,7,0
670,191,7,0,4,0
670,180,1,2,29,3
671,82,7,6,6,0
671,187,2,0,17,1
671,195,6,0,9,0
671,180,1,0,29,3
671,191,8,2,6,0
671,6,5,3,10,0
671,194,9,0,2,0
671,196,4,9,15,1
671,11,11,0,0,0
672,82,7,0,6,0
672,187,2,2,19,1
672,195,6,3,12,0
672,180,1,0,29,3
672,191,9,0,6,0
672,6,3,9,19,1
672,194,10,\N,2,0
672,196,4,4,19,1
672,11,8,6,6,0
673,190,13,0,0,0
673,11,7,2,8,0
673,196,4,1,20,1
673,194,10,0,2,0
673,6,2,6,25,1
673,191,9,0,6,0
673,180,1,9,38,4
674,66,5,1,18,0
674,82,9,0,6,0
674,187,4,0,22,1
674,195,6,0,12,0
674,180,1,6,44,4
674,191,7,4,10,0
674,6,3,3,28,1
674,194,10,\N,2,0
674,196,2,9,29,2
674,11,8,0,8,0
675,190,12,0,0,0
675,11,9,0,8,0
675,196,2,6,35,2
675,194,10,1,3,0
675,6,3,4,32,1
675,191,7,0,10,0
675,180,1,0,44,4
676,66,5,4,25,0
676,82,8,0,8,0
676,187,2,9,40,3
676,195,6,2,14,0
676,180,1,3,47,4
676,191,7,0,10,0
676,6,4,0,32,1
676,194,10,0,3,0
676,196,3,1,36,2
676,11,9,0,8,0
677,11,7,4,12,0
677,196,2,9,45,3
677,194,10,0,3,0
677,6,4,0,32,1
677,191,8,0,10,0
677,180,1,6,53,4
678,11,6,2,14,0
678,196,3,0,45,3
678,194,10,\N,3,0
678,6,4,0,32,1
678,191,8,0,10,0
678,180,1,9,62,5
679,176,7,0,0,0
679,184,6,0,0,0
679,183,5,2,2,0
679,191,4,3,3,0
679,11,3,4,4,0
679,170,2,6,6,0
679,167,1,9,9,1
680,176,3,6,6,0
680,6,5,4,4,0
680,194,7,3,3,0
680,66,9,1,1,0
680,172,11,0,0,0
680,167,2,2,11,1
680,170,4,\N,6,0
680,11,6,0,4,0
680,191,1,9,12,1
680,183,8,0,2,0
681,6,4,3,7,0
681,66,10,0,1,0
681,176,5,0,6,0
681,183,9,0,2,0
681,191,1,6,18,1
681,11,7,0,4,0
681,170,6,\N,6,0
681,167,2,0,11,1
682,6,3,4,11,0
682,66,6,8,7,0
682,176,7,\N,6,0
682,183,11,0,2,0
682,191,1,0,18,1
682,11,9,0,4,0
682,170,8,\N,6,0
682,167,2,3,14,1
683,176,7,\N,6,0
683,6,4,0,11,0
683,194,10,\N,3,0
683,66,3,4,11,0
683,167,2,3,17,1
683,170,8,\N,6,0
683,11,9,\N,4,0
683,191,1,9,27,2
683,183,11,0,2,0
684,176,7,\N,6,0
684,6,4,4,15,0
684,194,10,\N,3,0
684,66,5,0,11,0
684,167,3,2,19,1
