raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
18,1,1,22,1,1,1,10,58,34:51.0,5690616,39,2,01:27.5,218.3,1
18,2,2,3,5,2,2,8,58,5.478,5696094,41,3,01:27.7,217.586,1
18,3,3,7,7,3,3,6,58,8.163,5698779,41,5,01:28.1,216.719,1
18,4,4,5,11,4,4,5,58,17.181,5707797,58,7,01:28.6,215.464,1
18,5,1,23,3,5,5,4,58,18.014,5708630,43,1,01:27.4,218.385,1
18,6,3,8,13,6,6,3,57,\N,\N,50,14,01:29.6,212.974,11
18,7,5,14,17,7,7,2,55,\N,\N,54,8,01:29.5,213.224,5
18,8,6,1,15,8,8,1,53,\N,\N,20,4,01:27.9,217.18,5
18,9,2,4,2,\N,9,0,47,\N,\N,15,9,01:28.8,215.1,4
18,10,7,12,18,\N,10,0,43,\N,\N,23,13,01:29.6,213.166,3
18,11,8,18,19,\N,11,0,32,\N,\N,24,15,01:30.9,210.038,7
18,12,4,6,20,\N,12,0,30,\N,\N,20,16,01:31.4,208.907,8
18,13,6,2,4,\N,13,0,29,\N,\N,23,6,01:28.2,216.51,5
18,14,9,9,8,\N,14,0,25,\N,\N,21,11,01:29.5,213.3,4
18,15,7,11,6,\N,15,0,19,\N,\N,18,10,01:29.3,213.758,10
18,16,10,20,22,\N,16,0,8,\N,\N,8,17,01:32.0,207.461,9
18,17,9,10,14,\N,17,0,0,\N,\N,\N,\N,\N,\N,4
18,18,11,16,12,\N,18,0,0,\N,\N,\N,\N,\N,\N,4
18,19,8,19,21,\N,19,0,0,\N,\N,\N,\N,\N,\N,4
18,20,5,15,9,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
18,21,10,21,16,\N,21,0,0,\N,\N,\N,\N,\N,\N,4
18,22,11,17,10,\N,22,0,58,\N,\N,44,8,01:28.7,215.141,2
19,8,6,1,2,1,1,10,56,31:18.6,5478555,37,2,01:35.4,209.158,1
19,9,2,4,4,2,2,8,56,19.57,5498125,39,6,01:35.9,208.033,1
19,5,1,23,8,3,3,6,56,38.45,5517005,19,7,01:35.9,208.031,1
19,15,7,11,3,4,4,5,56,45.832,5524387,53,8,01:36.1,207.715,1
19,1,1,22,9,5,5,4,56,46.548,5525103,53,3,01:35.5,209.033,1
19,2,2,3,5,6,6,3,56,49.833,5528388,55,1,01:35.4,209.244,1
19,17,9,10,6,7,7,2,56,+1:08.130,5546685,53,12,01:36.7,206.366,1
19,4,4,5,7,8,8,1,56,+1:10.041,5548596,40,10,01:36.3,207.24,1
19,14,9,9,12,9,9,0,56,+1:16.220,5554775,55,9,01:36.2,207.417,1
19,18,11,16,11,10,10,0,56,+1:26.214,5564769,56,4,01:35.7,208.481,1
19,12,4,6,13,11,11,0,56,+1:32.202,5570757,52,15,01:37.0,205.812,1
19,21,10,21,17,12,12,0,55,\N,\N,52,16,01:37.0,205.8,11
19,22,11,17,14,13,13,0,55,\N,\N,55,11,01:36.7,206.372,11
19,3,3,7,16,14,14,0,55,\N,\N,55,13,01:36.8,206.182,11
19,19,8,19,21,15,15,0,55,\N,\N,55,18,01:38.2,203.265,11
19,11,8,18,19,16,16,0,54,\N,\N,53,19,01:38.5,202.578,12
19,6,3,8,22,17,17,0,54,\N,\N,19,17,01:37.7,204.222,12
19,20,5,15,15,\N,18,0,39,\N,\N,37,14,01:36.9,205.995,5
19,13,6,2,1,\N,19,0,30,\N,\N,15,5,01:35.9,208.048,20
19,16,10,20,20,\N,20,0,5,\N,\N,3,20,01:40.3,198.891,9
19,10,7,12,10,\N,21,0,1,\N,\N,\N,\N,\N,\N,4
19,7,5,14,18,\N,22,0,0,\N,\N,\N,\N,\N,\N,20
20,13,6,2,2,1,1,10,57,31:07.0,5466970,38,3,01:33.6,208.153,1
20,8,6,1,4,2,2,8,57,3.339,5470309,35,4,01:33.7,207.911,1
20,9,2,4,1,3,3,6,57,4.998,5471968,55,5,01:33.8,207.765,1
20,2,2,3,6,4,4,5,57,8.409,5475379,48,2,01:33.6,208.231,1
20,5,1,23,5,5,5,4,57,26.789,5493759,49,1,01:33.2,209.062,1
20,15,7,11,7,6,6,3,57,41.314,5508284,45,7,01:34.2,206.819,1
20,17,9,10,11,7,7,2,57,45.473,5512443,51,8,01:34.3,206.597,1
20,3,3,7,8,8,8,1,57,55.889,5522859,57,6,01:34.1,207.109,1
20,10,7,12,13,9,9,0,57,+1:09.500,5536470,56,9,01:34.8,205.503,1
20,4,4,5,10,10,10,0,57,+1:17.181,5544151,35,13,01:35.2,204.668,1
20,22,11,17,12,11,11,0,57,+1:17.862,5544832,40,10,01:34.9,205.399,1
20,21,10,21,18,12,12,0,56,\N,\N,56,11,01:35.1,204.963,11
20,1,1,22,3,13,13,0,56,\N,\N,25,19,01:35.5,203.969,11
20,6,3,8,16,14,14,0,56,\N,\N,30,17,01:35.4,204.155,11
20,7,5,14,15,15,15,0,56,\N,\N,33,15,01:35.3,204.369,11
20,19,8,19,21,16,16,0,56,\N,\N,45,14,01:35.3,204.389,11
20,11,8,18,22,17,17,0,56,\N,\N,56,20,01:35.9,203.18,11
20,14,9,9,17,18,18,0,56,\N,\N,43,16,01:35.4,204.331,11
20,16,10,20,20,19,19,0,56,\N,\N,55,18,01:35.4,204.136,12
20,12,4,6,14,\N,20,0,40,\N,\N,31,12,01:35.1,204.808,6
20,18,11,16,9,\N,21,0,19,\N,\N,11,21,01:36.1,202.686,4
20,20,5,15,19,\N,22,0,0,\N,\N,\N,\N,\N,\N,5
21,8,6,1,1,1,1,10,66,38:19.1,5899051,46,1,01:21.7,205.191,1
21,13,6,2,3,2,2,8,66,3.228,5902279,45,2,01:21.8,204.863,1
21,1,1,22,5,3,3,6,66,4.187,5903238,20,3,01:22.0,204.323,1
21,9,2,4,4,4,4,5,66,5.694,5904745,20,4,01:22.1,204.102,1
21,17,9,10,7,5,5,4,66,35.938,5934989,19,8,01:22.6,202.969,1
21,18,11,16,13,6,6,3,66,53.01,5952061,66,5,01:22.4,203.489,1
21,6,3,8,12,7,7,2,66,58.244,5957295,48,15,01:23.5,200.576,1
21,15,7,11,8,8,8,1,66,59.435,5958486,45,10,01:22.8,202.494,1
21,2,2,3,9,9,9,0,66,+1:03.073,5962124,21,7,01:22.5,203.08,1
21,21,10,21,19,10,10,0,65,\N,\N,40,14,01:23.4,200.841,11
21,10,7,12,14,11,11,0,65,\N,\N,57,12,01:23.0,201.886,11
21,14,9,9,17,12,12,0,65,\N,\N,57,11,01:22.8,202.288,11
21,11,8,18,22,13,13,0,65,\N,\N,34,17,01:24.6,198.045,11
21,3,3,7,15,\N,14,0,41,\N,\N,20,13,01:23.3,201.13,5
21,4,4,5,2,\N,15,0,34,\N,\N,15,9,01:22.7,202.677,5
21,22,11,17,11,\N,16,0,34,\N,\N,21,16,01:23.9,199.837,4
21,5,1,23,6,\N,17,0,21,\N,\N,19,6,01:22.5,203.243,3
21,19,8,19,21,\N,18,0,8,\N,\N,6,20,01:26.9,192.922,21
21,7,5,14,16,\N,19,0,7,\N,\N,6,19,01:26.0,194.862,4
21,12,4,6,10,\N,20,0,6,\N,\N,6,18,01:25.4,196.128,4
21,16,10,20,20,\N,21,0,0,\N,\N,\N,\N,\N,\N,4
21,20,5,15,18,\N,22,0,0,\N,\N,\N,\N,\N,\N,4
22,13,6,2,1,1,1,10,58,26:49.5,5209451,16,3,01:26.7,221.734,1
22,1,1,22,3,2,2,8,58,3.779,5213230,31,2,01:26.5,222.085,1
22,8,6,1,4,3,3,6,58,4.271,5213722,20,1,01:26.5,222.144,1
22,9,2,4,5,4,4,5,58,21.945,5231396,17,4,01:26.8,221.442,1
22,2,2,3,9,5,5,4,58,38.741,5248192,20,5,01:27.2,220.328,1
22,4,4,5,7,6,6,3,58,53.724,5263175,57,6,01:27.3,220.174,1
22,17,9,10,6,7,7,2,58,+1:04.229,5273680,14,7,01:27.6,219.294,1
22,3,3,7,11,8,8,1,58,+1:11.406,5280857,55,9,01:27.8,218.882,1
22,14,9,9,10,9,9,0,58,+1:15.270,5284721,41,12,01:28.0,218.457,1
22,15,7,11,8,10,10,0,58,+1:16.344,5285795,52,11,01:27.9,218.556,1
22,18,11,16,13,11,11,0,57,\N,\N,57,13,01:28.0,218.377,11
22,5,1,23,2,12,12,0,57,\N,\N,55,8,01:27.6,219.269,11
22,10,7,12,15,13,13,0,57,\N,\N,28,16,01:28.3,217.623,11
22,22,11,17,12,14,14,0,57,\N,\N,56,14,01:28.0,218.33,11
22,12,4,6,17,15,15,0,57,\N,\N,40,10,01:27.9,218.703,11
22,16,10,20,19,16,16,0,57,\N,\N,35,18,01:28.8,216.454,11
22,20,5,15,14,17,17,0,57,\N,\N,38,15,01:28.2,217.926,11
22,7,5,14,18,\N,18,0,24,\N,\N,19,17,01:28.7,216.539,22
22,6,3,8,16,\N,19,0,1,\N,\N,\N,\N,\N,\N,4
22,21,10,21,20,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
23,1,1,22,3,1,1,10,76,00:42.7,7242742,71,6,01:18.5,153.152,1
23,9,2,4,5,2,2,8,76,3.064,7245806,75,5,01:17.9,154.286,1
23,13,6,2,1,3,3,6,76,4.811,7247553,76,4,01:17.9,154.379,1
23,17,9,10,9,4,4,5,76,19.295,7262037,74,8,01:19.0,152.133,1
23,20,5,15,19,5,5,4,76,24.657,7267399,74,7,01:18.8,152.614,1
23,22,11,17,14,6,6,3,76,28.408,7271150,75,9,01:19.6,151.104,1
23,6,3,8,13,7,7,2,76,30.18,7272922,75,13,01:19.9,150.469,1
23,5,1,23,4,8,8,1,76,33.191,7275933,74,2,01:17.3,155.586,1
23,8,6,1,2,9,9,0,76,33.792,7276534,74,1,01:16.7,156.789,1
23,4,4,5,7,10,10,0,75,\N,\N,73,3,01:17.9,154.413,11
23,18,11,16,11,11,11,0,75,\N,\N,74,10,01:19.6,151.089,11
23,10,7,12,10,12,12,0,75,\N,\N,75,11,01:19.6,151.021,11
23,15,7,11,8,13,13,0,75,\N,\N,75,12,01:19.8,150.62,11
23,2,2,3,12,14,14,0,72,\N,\N,72,14,01:20.3,149.829,14
23,16,10,20,18,\N,15,0,67,\N,\N,60,16,01:22.0,146.564,4
23,3,3,7,6,\N,16,0,59,\N,\N,58,15,01:21.3,147.951,3
23,12,4,6,17,\N,17,0,47,\N,\N,40,17,01:31.2,131.86,3
23,21,10,21,20,\N,18,0,36,\N,\N,33,18,01:32.8,129.5,6
23,14,9,9,15,\N,19,0,7,\N,\N,7,20,01:42.1,117.753,3
23,7,5,14,16,\N,20,0,7,\N,\N,7,19,01:41.2,118.872,4
24,9,2,4,2,1,1,10,70,36:24.2,5784227,47,4,01:17.5,202.473,1
24,2,2,3,8,2,2,8,70,16.495,5800722,25,2,01:17.4,202.758,1
24,14,9,9,13,3,3,6,70,23.352,5807579,36,7,01:18.1,201.057,1
24,10,7,12,11,4,4,5,70,42.627,5826854,31,17,01:19.1,198.51,1
24,13,6,2,6,5,5,4,70,43.934,5828161,11,6,01:18.0,201.261,1
24,15,7,11,14,6,6,3,70,47.775,5832002,38,15,01:18.9,199.056,1
24,22,11,17,9,7,7,2,70,53.597,5837824,35,10,01:18.3,200.503,1
24,20,5,15,19,8,8,1,70,54.12,5838347,33,12,01:18.5,199.913,1
24,5,1,23,7,9,9,0,70,54.433,5838660,62,11,01:18.5,200.091,1
24,3,3,7,5,10,10,0,70,54.749,5838976,14,5,01:18.0,201.336,1
24,18,11,16,20,11,11,0,70,+1:07.540,5851767,58,19,01:19.4,197.847,1
24,17,9,10,10,12,12,0,70,+1:11.299,5855526,51,8,01:18.2,200.759,1
24,7,5,14,18,13,13,0,69,\N,\N,34,13,01:18.6,199.689,11
24,21,10,21,17,\N,14,0,51,\N,\N,41,16,01:19.1,198.563,20
24,6,3,8,12,\N,15,0,46,\N,\N,30,14,01:18.8,199.273,3
24,4,4,5,4,\N,16,0,44,\N,\N,16,9,01:18.2,200.697,20
24,12,4,6,15,\N,17,0,43,\N,\N,16,18,01:19.2,198.129,23
24,8,6,1,3,\N,18,0,19,\N,\N,14,1,01:17.4,202.871,4
24,1,1,22,1,\N,19,0,19,\N,\N,4,3,01:17.5,202.559,4
24,16,10,20,16,\N,20,0,13,\N,\N,7,20,01:20.7,194.624,6
25,13,6,2,2,1,1,10,70,31:50.2,5510245,20,2,01:16.7,206.956,1
25,8,6,1,1,2,2,8,70,17.984,5528229,16,1,01:16.6,207.224,1
25,15,7,11,4,3,3,6,70,28.25,5538495,12,7,01:17.6,204.721,1
25,5,1,23,10,4,4,5,70,28.929,5539174,46,3,01:17.1,205.87,1
25,9,2,4,5,5,5,4,70,30.512,5540757,16,4,01:17.2,205.768,1
25,17,9,10,6,6,6,3,70,40.304,5550549,22,6,01:17.5,204.879,1
25,12,4,6,9,7,7,2,70,41.033,5551278,24,10,01:17.8,204.218,1
25,4,4,5,3,8,8,1,70,43.372,5553617,39,8,01:17.6,204.525,1
25,14,9,9,7,9,9,0,70,51.021,5561266,23,12,01:17.8,204.06,1
25,1,1,22,13,10,10,0,70,54.538,5564783,40,5,01:17.5,205.022,1
25,10,7,12,8,11,11,0,70,57.7,5567945,45,13,01:17.8,204.013,1
25,20,5,15,12,12,12,0,70,58.065,5568310,36,11,01:17.8,204.212,1
25,2,2,3,11,13,13,0,70,+1:02.079,5572324,46,9,01:17.7,204.328,1
25,22,11,17,20,14,14,0,69,\N,\N,54,14,01:18.0,203.665,11
25,6,3,8,15,15,15,0,69,\N,\N,60,15,01:18.1,203.443,11
25,3,3,7,19,16,16,0,69,\N,\N,38,17,01:18.3,202.776,11
25,7,5,14,14,17,17,0,69,\N,\N,28,16,01:18.2,203.022,11
25,21,10,21,17,18,18,0,69,\N,\N,53,19,01:18.6,202.141,11
25,16,10,20,18,19,19,0,69,\N,\N,41,18,01:18.5,202.385,11
25,18,11,16,16,\N,20,0,16,\N,\N,15,20,01:20.9,196.345,4
26,1,1,22,4,1,1,10,60,39:09.4,5949440,16,3,01:32.8,199.398,1
26,2,2,3,5,2,2,8,60,+1:08.577,6018017,21,2,01:32.7,199.609,1
26,22,11,17,16,3,3,6,60,+1:22.273,6031713,21,11,01:33.4,198.183,1
26,8,6,1,3,4,4,5,59,\N,\N,18,1,01:32.2,200.842,11
26,5,1,23,1,5,5,4,59,\N,\N,17,5,01:33.1,198.728,11
26,4,4,5,6,6,6,3,59,\N,\N,17,6,01:33.1,198.722,11
26,15,7,11,14,7,7,2,59,\N,\N,22,13,01:33.8,197.292,11
26,6,3,8,15,8,8,1,59,\N,\N,21,14,01:34.3,196.31,11
26,3,3,7,20,9,9,0,59,\N,\N,21,16,01:34.8,195.234,11
26,17,9,10,2,10,10,0,59,\N,\N,17,4,01:33.0,199.109,11
26,7,5,14,13,11,11,0,59,\N,\N,21,9,01:33.4,198.224,11
26,10,7,12,12,12,12,0,59,\N,\N,19,15,01:34.6,195.619,11
26,13,6,2,9,13,13,0,58,\N,\N,19,8,01:33.3,198.458,12
26,9,2,4,10,\N,14,0,39,\N,\N,22,12,01:33.5,197.859,20
26,18,11,16,17,\N,15,0,38,\N,\N,21,10,01:33.4,198.205,20
26,12,4,6,7,\N,16,0,35,\N,\N,21,7,01:33.2,198.573,20
26,21,10,21,19,\N,17,0,16,\N,\N,21,17,01:34.9,194.96,20
26,16,10,20,18,\N,18,0,10,\N,\N,5,18,01:38.2,188.545,20
26,20,5,15,8,\N,19,0,0,\N,\N,\N,\N,\N,\N,4
26,14,9,9,11,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
27,1,1,22,1,1,1,10,67,31:20.9,5480874,17,2,01:16.0,216.552,1
27,12,4,6,17,2,2,8,67,5.586,5486460,66,9,01:16.9,214.099,1
27,13,6,2,2,3,3,6,67,9.339,5490213,19,5,01:16.5,215.241,1
27,2,2,3,12,4,4,5,67,9.825,5490699,52,1,01:16.0,216.7,1
27,5,1,23,3,5,5,4,67,12.411,5493285,63,4,01:16.5,215.261,1
27,8,6,1,6,6,6,3,67,14.403,5495277,66,3,01:16.3,215.692,1
27,9,2,4,7,7,7,2,67,22.682,5503556,17,6,01:16.6,214.937,1
27,20,5,15,9,8,8,1,67,33.299,5514173,20,8,01:16.8,214.484,1
27,15,7,11,4,9,9,0,67,37.158,5518032,17,12,01:17.0,213.785,1
27,3,3,7,13,10,10,0,67,37.625,5518499,34,15,01:17.4,212.799,1
27,4,4,5,5,11,11,0,67,38.6,5519474,17,13,01:17.1,213.53,1
27,7,5,14,15,12,12,0,67,39.111,5519985,63,10,01:17.0,213.935,1
27,14,9,9,10,13,13,0,67,54.971,5535845,18,11,01:17.0,213.866,1
27,6,3,8,16,14,14,0,67,+1:00.003,5540877,23,17,01:17.7,211.947,1
27,16,10,20,19,15,15,0,67,+1:09.488,5550362,66,18,01:17.9,211.408,1
27,21,10,21,20,16,16,0,67,+1:24.093,5564967,67,20,01:18.2,210.546,1
27,18,11,16,14,17,17,0,66,\N,\N,56,16,01:17.6,212.097,11
27,22,11,17,18,\N,18,0,50,\N,\N,30,19,01:18.0,211.145,4
27,17,9,10,8,\N,19,0,40,\N,\N,20,14,01:17.2,213.278,5
27,10,7,12,11,\N,20,0,35,\N,\N,24,7,01:16.7,214.652,22
28,5,1,23,2,1,1,10,70,37:27.1,5847067,19,7,01:21.8,192.917,1
28,10,7,12,5,2,2,8,70,11.061,5858128,42,6,01:21.7,193.111,1
28,8,6,1,6,3,3,6,70,16.856,5863923,61,1,01:21.2,194.243,1
28,4,4,5,7,4,4,5,70,21.614,5868681,47,8,01:21.8,192.823,1
28,1,1,22,1,5,5,4,70,23.048,5870115,15,3,01:21.5,193.533,1
28,12,4,6,10,6,6,3,70,32.298,5879365,64,4,01:21.5,193.428,1
28,15,7,11,9,7,7,2,70,36.449,5883516,65,5,01:21.6,193.189,1
28,9,2,4,4,8,8,1,70,48.321,5895388,70,9,01:21.9,192.475,1
28,17,9,10,8,9,9,0,70,58.834,5905901,67,10,01:22.1,192.043,1
28,2,2,3,15,10,10,0,70,+1:07.709,5914776,67,11,01:22.2,191.908,1
28,14,9,9,13,11,11,0,70,+1:10.407,5917474,67,16,01:22.7,190.634,1
28,18,11,16,12,12,12,0,69,\N,\N,63,13,01:22.4,191.409,11
28,6,3,8,16,13,13,0,69,\N,\N,67,18,01:23.3,189.319,11
28,3,3,7,14,14,14,0,69,\N,\N,57,12,01:22.4,191.409,11
28,21,10,21,18,15,15,0,69,\N,\N,68,15,01:22.6,190.844,11
28,22,11,17,17,16,16,0,68,\N,\N,65,14,01:22.4,191.319,12
28,13,6,2,3,17,17,0,67,\N,\N,16,2,01:21.4,193.861,5
28,7,5,14,19,18,18,0,67,\N,\N,29,17,01:23.2,189.516,13
28,16,10,20,20,\N,19,0,62,\N,\N,29,19,01:23.7,188.542,23
28,20,5,15,11,\N,20,0,22,\N,\N,17,20,01:24.2,187.262,25
29,13,6,2,1,1,1,10,57,35:32.3,5732339,36,1,01:38.7,197.637,1
29,1,1,22,2,2,2,8,57,5.611,5737950,16,2,01:38.9,197.285,1
29,9,2,4,3,3,3,6,57,37.353,5769692,38,4,01:39.3,196.399,1
29,5,1,23,5,4,4,5,57,39.703,5772042,19,3,01:39.1,196.831,1
29,15,7,11,7,5,5,4,57,50.684,5783023,37,12,01:39.7,195.755,1
29,20,5,15,6,6,6,3,57,52.625,5784964,36,6,01:39.5,196.093,1
29,10,7,12,13,7,7,2,57,+1:07.990,5800329,54,8,01:39.5,195.995,1
29,3,3,7,9,8,8,1,57,+1:11.457,5803796,35,10,01:39.6,195.912,1
29,2,2,3,8,9,9,0,57,+1:22.177,5814516,57,7,01:39.5,196.013,1
29,7,5,14,10,10,10,0,57,+1:29.794,5822133,35,11,01:39.6,195.79,1
29,12,4,6,15,11,11,0,57,+1:32.717,5825056,29,9,01:39.5,195.977,1
29,17,9,10,14,12,12,0,56,\N,\N,27,14,01:40.3,194.57,11
29,18,11,16,16,13,13,0,56,\N,\N,21,18,01:40.8,193.606,11
29,21,10,21,18,14,14,0,56,\N,\N,54,15,01:40.4,194.397,11
29,6,3,8,11,15,15,0,56,\N,\N,56,13,01:39.8,195.469,11
29,22,11,17,19,16,16,0,56,\N,\N,56,16,01:40.6,193.933,11
29,14,9,9,17,17,17,0,56,\N,\N,13,19,01:41.0,193.194,11
29,8,6,1,4,\N,18,0,45,\N,\N,34,5,01:39.4,196.214,5
29,16,10,20,20,\N,19,0,41,\N,\N,28,17,01:40.7,193.802,3
29,4,4,5,12,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
30,13,6,2,2,1,1,10,44,22:59.4,4979394,26,3,01:48.2,232.987,1
30,2,2,3,5,2,2,8,44,9.383,4988777,36,7,01:49.1,231.182,1
30,1,1,22,1,3,3,6,44,10.539,4989933,20,2,01:48.1,233.175,1
30,4,4,5,6,4,4,5,44,14.478,4993872,25,9,01:49.2,230.82,1
30,20,5,15,10,5,5,4,44,14.576,4993970,16,8,01:49.1,231.142,1
30,9,2,4,8,6,6,3,44,15.037,4994431,36,5,01:49.0,231.399,1
30,7,5,14,9,7,7,2,44,16.735,4996129,31,6,01:49.0,231.32,1
30,17,9,10,7,8,8,1,44,42.776,5022170,34,10,01:49.5,230.236,1
30,10,7,12,13,9,9,0,44,+1:07.045,5046439,37,12,01:50.3,228.691,1
30,5,1,23,3,10,10,0,43,\N,\N,35,4,01:48.2,232.985,6
30,14,9,9,14,11,11,0,43,\N,\N,19,11,01:50.2,228.853,11
30,3,3,7,15,12,12,0,43,\N,\N,32,15,01:50.7,227.862,11
30,16,10,20,18,13,13,0,43,\N,\N,27,13,01:50.5,228.211,11
30,6,3,8,19,14,14,0,43,\N,\N,35,17,01:51.0,227.218,11
30,18,11,16,17,15,15,0,43,\N,\N,19,16,01:50.7,227.832,11
30,15,7,11,11,16,16,0,43,\N,\N,32,14,01:50.5,228.095,11
30,21,10,21,20,17,17,0,43,\N,\N,17,19,01:51.7,225.731,11
30,8,6,1,4,18,18,0,42,\N,\N,24,1,01:47.9,233.618,20
30,22,11,17,16,\N,19,0,19,\N,\N,10,20,01:52.1,224.983,6
30,12,4,6,12,\N,20,0,13,\N,\N,12,18,01:51.1,226.915,20
31,20,5,15,1,1,1,10,53,26:47.5,5207494,53,14,01:30.5,230.414,1
31,5,1,23,2,2,2,8,53,12.512,5220006,53,13,01:30.3,230.95,1
31,9,2,4,11,3,3,6,53,20.471,5227965,52,12,01:30.3,230.955,1
31,4,4,5,8,4,4,5,53,23.903,5231397,51,9,01:30.0,231.82,1
31,2,2,3,10,5,5,4,53,27.748,5235242,53,6,01:29.8,232.217,1
31,13,6,2,6,6,6,3,53,28.816,5236310,52,4,01:29.7,232.505,1
31,1,1,22,15,7,7,2,53,29.912,5237406,52,5,01:29.7,232.44,1
31,17,9,10,3,8,8,1,53,32.048,5239542,52,3,01:29.7,232.544,1
31,8,6,1,14,9,9,0,53,39.468,5246962,53,1,01:28.0,236.859,1
31,12,4,6,17,10,10,0,53,54.445,5261939,53,16,01:30.9,229.38,1
31,10,7,12,9,11,11,0,53,58.888,5266382,53,8,01:29.9,231.853,1
31,6,3,8,18,12,12,0,53,+1:02.015,5269509,53,11,01:30.2,231.167,1
31,15,7,11,7,13,13,0,53,+1:05.954,5273448,52,15,01:30.9,229.544,1
31,3,3,7,5,14,14,0,53,+1:08.635,5276129,53,10,01:30.0,231.671,1
31,18,11,16,19,15,15,0,53,+1:13.370,5280864,52,7,01:29.8,232.166,1
31,14,9,9,13,16,16,0,52,\N,\N,49,17,01:32.5,225.557,11
31,22,11,17,16,17,17,0,52,\N,\N,42,19,01:33.9,222.053,11
31,7,5,14,4,18,18,0,52,\N,\N,52,2,01:29.3,233.646,11
31,16,10,20,20,19,19,0,51,\N,\N,51,18,01:33.5,223.146,12
31,21,10,21,12,\N,20,0,11,\N,\N,6,20,01:37.3,214.326,3
32,4,4,5,15,1,1,10,61,57:16.3,7036304,55,3,01:45.8,172.464,1
32,3,3,7,8,2,2,8,61,2.957,7039261,39,5,01:46.5,171.352,1
32,1,1,22,2,3,3,6,61,5.917,7042221,14,4,01:46.1,171.969,1
32,10,7,12,7,4,4,5,61,8.155,7044459,50,8,01:47.0,170.408,1
32,20,5,15,6,5,5,4,61,10.268,7046572,13,9,01:47.3,170.047,1
32,2,2,3,9,6,6,3,61,11.101,7047405,14,11,01:47.3,169.992,1
32,14,9,9,14,7,7,2,61,16.387,7052691,41,13,01:47.6,169.587,1
32,6,3,8,10,8,8,1,61,18.489,7054793,13,10,01:47.3,170.022,1
32,18,11,16,12,9,9,0,61,19.885,7056189,61,15,01:48.1,168.7,1
32,5,1,23,5,10,10,0,61,26.902,7063206,14,12,01:47.3,169.943,1
32,9,2,4,4,11,11,0,61,27.975,7064279,14,6,01:46.9,170.639,1
32,7,5,14,17,12,12,0,61,29.432,7065736,29,14,01:47.8,169.181,1
32,13,6,2,1,13,13,0,61,35.17,7071474,13,2,01:45.8,172.482,1
32,21,10,21,20,14,14,0,61,43.571,7079875,28,16,01:49.1,167.195,1
32,8,6,1,3,15,15,0,57,\N,\N,14,1,01:45.6,172.74,3
32,15,7,11,11,\N,16,0,50,\N,\N,32,7,01:47.0,170.523,9
32,16,10,20,19,\N,17,0,49,\N,\N,38,18,01:49.3,166.936,3
32,17,9,10,13,\N,18,0,29,\N,\N,13,17,01:49.2,167.069,7
32,22,11,17,18,\N,19,0,14,\N,\N,13,19,01:50.3,165.348,26
32,12,4,6,16,\N,20,0,13,\N,\N,13,20,01:50.4,165.154,3
33,4,4,5,4,1,1,10,67,30:21.9,5421892,41,3,01:19.1,207.668,1
33,9,2,4,6,2,2,8,67,5.283,5427175,16,7,01:19.3,207.168,1
33,8,6,1,2,3,3,6,67,6.4,5428292,66,2,01:19.0,207.947,1
33,12,4,6,12,4,4,5,67,20.57,5442462,54,4,01:19.2,207.411,1
33,15,7,11,7,5,5,4,67,23.767,5445659,18,9,01:19.5,206.564,1
33,20,5,15,9,6,6,3,67,39.207,5461099,21,12,01:19.6,206.322,1
33,13,6,2,5,7,7,2,67,46.158,5468050,55,1,01:18.4,209.456,1
33,17,9,10,13,8,8,1,67,50.811,5472703,30,13,01:19.8,205.798,1
33,2,2,3,16,9,9,0,67,54.12,5476012,67,8,01:19.5,206.727,1
33,7,5,14,10,10,10,0,67,59.085,5480977,49,6,01:19.3,207.246,1
33,3,3,7,15,11,11,0,67,+1:02.096,5483988,66,10,01:19.5,206.545,1
33,1,1,22,1,12,12,0,67,+1:18.900,5500792,65,11,01:19.6,206.47,1
33,22,11,17,17,13,13,0,66,\N,\N,66,16,01:20.6,203.869,11
33,18,11,16,18,14,14,0,66,\N,\N,66,17,01:20.8,203.178,11
33,6,3,8,14,15,15,0,66,\N,\N,32,15,01:20.4,204.404,11
33,21,10,21,20,\N,16,0,21,\N,\N,20,19,01:21.6,201.365,6
33,5,1,23,3,\N,17,0,16,\N,\N,12,5,01:19.3,207.257,5
33,16,10,20,19,\N,18,0,8,\N,\N,6,18,01:21.2,202.327,27
33,10,7,12,8,\N,19,0,6,\N,\N,4,14,01:20.3,204.685,28
33,14,9,9,11,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
34,1,1,22,1,1,1,10,56,31:57.4,5517403,13,1,01:36.3,203.722,1
34,13,6,2,3,2,2,8,56,14.925,5532328,36,4,01:36.6,203.161,1
34,8,6,1,2,3,3,6,56,16.445,5533848,14,2,01:36.5,203.389,1
34,4,4,5,4,4,4,5,56,18.37,5535773,56,5,01:36.7,203.018,1
34,2,2,3,9,5,5,4,56,28.923,5546326,56,3,01:36.5,203.357,1
34,9,2,4,11,6,6,3,56,33.219,5550622,56,7,01:36.9,202.61,1
