raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
90,17,19,14,6,\N,18,0,29,\N,\N,15,6,01:26.0,222.11,7
90,47,18,21,17,\N,19,0,13,\N,\N,8,20,01:30.6,210.666,10
90,8,1,6,10,\N,20,0,9,\N,\N,7,17,01:27.9,217.098,5
91,30,6,1,1,1,1,10,56,31:07.5,5467490,6,2,01:34.8,210.451,1
91,31,3,3,4,2,2,8,56,5.022,5472512,28,1,01:34.2,211.782,1
91,18,16,9,6,3,3,6,56,11.568,5479058,28,3,01:35.0,210.123,1
91,22,6,2,3,4,4,5,56,13.615,5481105,7,6,01:35.4,209.279,1
91,15,4,7,8,5,5,4,56,37.36,5504850,12,4,01:35.0,209.964,1
91,14,1,5,9,6,6,3,56,53.098,5520588,26,9,01:35.9,208.183,1
91,4,4,8,19,7,7,2,56,+1:07.877,5535367,7,10,01:35.9,208.105,1
91,13,15,12,11,8,8,1,55,\N,\N,7,13,01:36.6,206.635,11
91,43,7,16,10,9,9,0,55,\N,\N,22,12,01:36.5,206.691,11
91,32,19,15,13,10,10,0,55,\N,\N,12,16,01:37.0,205.653,11
91,21,15,11,12,11,11,0,55,\N,\N,54,14,01:36.7,206.411,11
91,44,7,17,14,12,12,0,55,\N,\N,23,11,01:36.0,207.968,11
91,45,17,19,18,13,13,0,54,\N,\N,41,18,01:39.5,200.496,12
91,46,18,20,16,14,14,0,53,\N,\N,11,19,01:39.9,199.725,13
91,11,16,10,20,15,15,0,52,\N,\N,13,8,01:35.7,208.559,14
91,47,18,21,17,16,16,0,52,\N,\N,12,20,01:40.1,199.302,14
91,8,1,6,5,\N,17,0,40,\N,\N,12,5,01:35.2,209.706,7
91,2,17,18,15,\N,18,0,34,\N,\N,15,17,01:37.4,204.805,7
91,23,3,4,7,\N,19,0,27,\N,\N,10,7,01:35.6,208.716,5
91,17,19,14,2,\N,20,0,23,\N,\N,9,15,01:36.9,205.885,20
92,30,6,1,1,1,1,10,57,28:34.9,5314875,7,1,01:30.3,216.074,1
92,22,6,2,2,2,2,8,57,1.367,5316242,29,4,01:30.9,214.591,1
92,18,16,9,6,3,3,6,57,26.687,5341562,24,5,01:31.0,214.393,1
92,15,4,7,7,4,4,5,57,32.214,5347089,24,8,01:31.4,213.312,1
92,11,16,10,5,5,5,4,57,52.46,5367335,55,7,01:31.1,214.061,1
92,4,4,8,16,6,6,3,57,53.156,5368031,39,2,01:30.7,215.116,1
92,23,3,4,4,7,7,2,57,58.155,5373030,56,3,01:30.8,214.815,1
92,17,19,14,14,8,8,1,56,\N,\N,19,10,01:32.3,211.333,11
92,44,7,17,8,9,9,0,56,\N,\N,22,13,01:32.4,211.049,11
92,43,7,16,9,10,10,0,56,\N,\N,23,11,01:32.3,211.237,11
92,21,15,11,11,11,11,0,56,\N,\N,40,12,01:32.3,211.214,11
92,13,15,12,13,12,12,0,56,\N,\N,44,15,01:32.7,210.391,11
92,31,3,3,3,13,13,0,56,\N,\N,28,6,01:31.0,214.353,11
92,32,19,15,12,14,14,0,56,\N,\N,38,14,01:32.5,210.748,11
92,2,17,18,18,15,15,0,56,\N,\N,56,16,01:33.3,209.051,11
92,45,17,19,15,16,16,0,55,\N,\N,9,18,01:34.0,207.388,12
92,46,18,20,17,17,17,0,52,\N,\N,40,20,01:35.1,204.995,15
92,14,1,5,10,\N,18,0,50,\N,\N,19,9,01:31.9,212.29,63
92,47,18,21,20,\N,19,0,44,\N,\N,24,19,01:34.6,206.241,5
92,8,1,6,19,\N,20,0,7,\N,\N,7,17,01:33.5,208.508,5
93,30,6,1,2,1,1,10,62,26:19.7,5179670,10,1,01:20.4,220.85,1
93,18,16,9,1,2,2,8,62,9.702,5189372,28,2,01:21.2,218.701,1
93,31,3,3,3,3,3,6,62,21.617,5201287,27,6,01:21.9,216.914,1
93,4,4,8,6,4,4,5,62,23.654,5203324,59,3,01:21.6,217.499,1
93,15,4,7,9,5,5,4,62,36.216,5215886,11,4,01:21.7,217.456,1
93,22,6,2,4,6,6,3,62,36.683,5216353,31,7,01:21.9,216.906,1
93,23,3,4,5,7,7,2,62,55.73,5235400,30,5,01:21.7,217.395,1
93,8,1,6,20,8,8,1,61,\N,\N,39,9,01:22.5,215.258,11
93,21,15,11,18,9,9,0,61,\N,\N,60,10,01:22.7,214.857,11
93,13,15,12,12,10,10,0,61,\N,\N,36,12,01:22.9,214.232,11
93,44,7,17,13,11,11,0,61,\N,\N,59,11,01:22.9,214.32,11
93,14,1,5,11,12,12,0,61,\N,\N,42,14,01:23.0,214.087,11
93,17,19,14,8,13,13,0,61,\N,\N,55,13,01:22.9,214.139,11
93,32,19,15,14,14,14,0,60,\N,\N,27,17,01:23.6,212.306,12
93,47,18,21,19,15,15,0,58,\N,\N,58,19,01:26.1,206.317,14
93,11,16,10,7,16,16,0,56,\N,\N,44,8,01:21.9,216.758,5
93,2,17,18,16,\N,17,0,48,\N,\N,44,16,01:23.4,212.983,30
93,43,7,16,10,\N,18,0,32,\N,\N,25,15,01:23.1,213.683,3
93,46,18,20,17,\N,19,0,22,\N,\N,11,20,01:26.9,204.46,23
93,45,17,19,15,\N,20,0,6,\N,\N,6,18,01:25.5,207.809,9
94,30,6,1,1,1,1,10,66,27:32.8,5252841,12,1,01:17.5,215.07,1
94,22,6,2,5,2,2,8,66,13.29,5266131,16,5,01:17.9,213.863,1
94,15,4,7,4,3,3,6,66,32.294,5285135,12,6,01:18.2,213.067,1
94,4,4,8,8,4,4,5,66,32.952,5285793,27,3,01:17.6,214.776,1
94,11,16,10,3,5,5,4,66,42.327,5295168,47,4,01:17.7,214.439,1
94,23,3,4,6,6,6,3,66,+1:13.804,5326645,27,8,01:18.5,212.063,1
94,21,15,11,12,7,7,2,66,+1:17.108,5329949,37,13,01:19.1,210.685,1
94,18,16,9,14,8,8,1,65,\N,\N,46,2,01:17.5,214.945,11
94,13,15,12,17,9,9,0,65,\N,\N,43,10,01:18.8,211.334,11
94,14,1,5,10,10,10,0,65,\N,\N,38,16,01:19.2,210.384,11
94,8,1,6,13,11,11,0,65,\N,\N,48,11,01:18.8,211.273,11
94,17,19,14,9,12,12,0,65,\N,\N,11,9,01:18.6,211.877,11
94,43,7,16,11,13,13,0,65,\N,\N,29,14,01:19.1,210.552,11
94,45,17,19,19,\N,14,0,51,\N,\N,27,18,01:19.9,208.486,38
94,31,3,3,2,\N,15,0,46,\N,\N,28,7,01:18.3,212.838,23
94,32,19,15,16,\N,16,0,43,\N,\N,18,15,01:19.1,210.472,37
94,44,7,17,7,\N,17,0,33,\N,\N,10,17,01:19.2,210.32,9
94,2,17,18,15,\N,18,0,33,\N,\N,25,12,01:19.0,210.928,9
94,46,18,20,18,\N,19,0,31,\N,\N,3,19,01:22.3,202.339,20
94,47,18,21,20,\N,20,0,17,\N,\N,8,20,01:23.4,199.75,20
95,15,4,7,1,1,1,10,77,45:46.6,6346601,22,2,01:14.9,160.598,1
95,18,16,9,2,2,2,8,77,0.497,6347098,40,3,01:15.2,159.851,1
95,22,6,2,6,3,3,6,77,+1:15.766,6422367,16,6,01:15.8,158.705,1
95,31,3,3,9,4,4,5,76,\N,\N,41,5,01:15.4,159.48,11
95,13,15,12,16,5,5,4,76,\N,\N,23,10,01:17.2,155.85,11
95,43,7,16,15,6,6,3,76,\N,\N,22,8,01:16.2,157.729,11
95,2,17,18,17,7,7,2,75,\N,\N,35,13,01:18.3,153.637,12
95,44,7,17,13,8,8,1,74,\N,\N,57,9,01:16.5,157.188,13
95,47,18,21,19,9,9,0,71,\N,\N,2,19,01:21.9,146.838,16
95,23,3,4,12,10,10,0,69,\N,\N,18,12,01:17.6,154.972,6
95,30,6,1,4,\N,11,0,45,\N,\N,23,1,01:14.4,161.528,4
95,4,4,8,3,\N,12,0,41,\N,\N,23,4,01:15.2,159.838,3
95,8,1,6,5,\N,13,0,27,\N,\N,15,7,01:16.2,157.789,63
95,46,18,20,20,\N,14,0,15,\N,\N,10,18,01:21.6,147.367,6
95,45,17,19,18,\N,15,0,12,\N,\N,10,14,01:19.4,151.407,7
95,17,19,14,11,\N,16,0,11,\N,\N,11,11,01:17.5,155.216,6
95,11,16,10,7,\N,17,0,2,\N,\N,2,17,01:21.4,147.773,5
95,14,1,5,8,\N,18,0,2,\N,\N,2,15,01:20.6,149.255,4
95,21,15,11,10,\N,19,0,2,\N,\N,2,16,01:20.8,148.804,4
95,32,19,15,14,\N,20,0,0,\N,\N,\N,\N,\N,\N,3
96,30,6,1,1,1,1,10,60,32:35.1,5555101,7,1,01:29.5,207.144,1
96,22,6,2,7,2,2,8,60,17.989,5573090,14,3,01:30.1,205.689,1
96,18,16,9,5,3,3,6,60,22.533,5577634,13,4,01:30.5,204.879,1
96,15,4,7,3,4,4,5,60,53.673,5608774,30,6,01:31.1,203.364,1
96,4,4,8,6,5,5,4,60,+1:00.987,5616088,29,5,01:31.1,203.511,1
96,21,15,11,19,6,6,3,60,+1:13.448,5628549,23,7,01:31.4,202.737,1
96,17,19,14,14,7,7,2,60,+1:16.206,5631307,37,10,01:31.9,201.678,1
96,31,3,3,8,8,8,1,59,\N,\N,43,8,01:31.4,202.712,11
96,13,15,12,16,9,9,0,59,\N,\N,37,14,01:32.7,199.859,11
96,2,17,18,13,10,10,0,59,\N,\N,55,11,01:32.1,201.178,11
96,44,7,17,10,11,11,0,59,\N,\N,12,13,01:32.5,200.341,11
96,32,19,15,12,12,12,0,59,\N,\N,14,16,01:32.8,199.698,11
96,45,17,19,15,13,13,0,58,\N,\N,27,15,01:32.8,199.767,12
96,46,18,20,20,14,14,0,57,\N,\N,7,18,01:35.6,193.949,13
96,47,18,21,17,15,15,0,57,\N,\N,46,17,01:34.7,195.77,13
96,11,16,10,2,\N,16,0,47,\N,\N,11,2,01:30.0,205.91,5
96,14,1,5,18,\N,17,0,25,\N,\N,14,12,01:32.3,200.708,5
96,8,1,6,4,\N,18,0,9,\N,\N,2,9,01:31.7,202.168,5
96,23,3,4,9,\N,19,0,0,\N,\N,\N,\N,\N,\N,4
96,43,7,16,11,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
97,30,6,1,6,1,1,10,70,28:24.8,5304803,18,2,01:13.6,213.222,1
97,22,6,2,7,2,2,8,70,5.108,5309911,68,1,01:13.6,213.246,1
97,18,16,9,2,3,3,6,70,20.409,5325212,68,5,01:14.2,211.453,1
97,21,15,11,11,4,4,5,69,\N,\N,47,9,01:15.1,209.11,11
97,8,1,6,8,5,5,4,69,\N,\N,44,7,01:14.8,210.022,11
97,14,1,5,9,6,6,3,69,\N,\N,55,10,01:15.5,208.002,11
97,10,17,19,16,7,7,2,68,\N,\N,42,16,01:16.3,205.761,12
97,2,17,18,15,8,8,1,68,\N,\N,18,14,01:15.9,206.873,12
97,32,19,15,10,9,9,0,67,\N,\N,45,13,01:15.7,207.307,13
97,47,18,21,18,10,10,0,66,\N,\N,64,18,01:17.5,202.533,14
97,13,15,12,17,\N,11,0,62,\N,\N,25,11,01:15.6,207.776,3
97,11,16,10,20,\N,12,0,48,\N,\N,25,8,01:15.1,209.116,5
97,4,4,8,5,\N,13,0,44,\N,\N,41,4,01:14.2,211.644,30
97,46,18,20,19,\N,14,0,30,\N,\N,25,19,01:18.0,201.212,6
97,17,19,14,14,\N,15,0,6,\N,\N,6,17,01:16.7,204.584,22
97,15,4,7,3,\N,16,0,0,\N,\N,\N,\N,\N,\N,7
97,23,3,4,1,\N,17,0,70,\N,\N,70,3,01:14.0,212.042,2
97,31,3,3,4,\N,18,0,70,\N,\N,69,6,01:14.3,211.314,2
97,43,7,16,12,\N,19,0,69,\N,\N,39,12,01:15.7,207.523,2
97,44,7,17,13,\N,20,0,69,\N,\N,23,15,01:16.0,206.451,2
98,30,6,1,2,1,1,10,73,40:29.9,6029914,8,2,01:10.4,214.327,1
98,22,6,2,1,2,2,8,73,2.95,6032864,7,1,01:10.4,214.366,1
98,11,16,10,3,3,3,6,73,22.036,6051950,47,3,01:10.7,213.372,1
98,15,4,7,20,4,4,5,73,34.544,6064458,45,6,01:11.2,211.993,1
98,44,7,17,8,5,5,4,73,37.534,6067448,46,4,01:10.9,212.752,1
98,8,1,6,7,6,6,3,72,\N,\N,59,8,01:11.2,211.812,11
98,14,1,5,12,7,7,2,72,\N,\N,44,13,01:12.2,209.149,11
98,47,18,21,19,8,8,1,70,\N,\N,39,16,01:14.1,203.668,13
98,21,15,11,14,9,9,0,65,\N,\N,44,11,01:12.1,209.225,18
98,17,19,14,10,\N,10,0,60,\N,\N,46,12,01:12.1,209.193,5
98,31,3,3,5,\N,11,0,57,\N,\N,37,9,01:11.3,211.791,2
98,2,17,18,16,\N,12,0,40,\N,\N,37,15,01:13.1,206.46,5
98,18,16,9,4,\N,13,0,26,\N,\N,22,5,01:11.0,212.477,6
98,43,7,16,11,\N,14,0,17,\N,\N,8,14,01:12.9,207.091,6
98,23,3,4,6,\N,15,0,9,\N,\N,8,10,01:12.0,209.652,27
98,4,4,8,9,\N,16,0,8,\N,\N,8,7,01:11.2,211.847,27
98,32,19,15,13,\N,17,0,0,\N,\N,\N,\N,\N,\N,4
98,13,15,12,15,\N,18,0,0,\N,\N,\N,\N,\N,\N,4
98,45,17,19,17,\N,19,0,0,\N,\N,\N,\N,\N,\N,4
98,46,18,20,18,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
99,30,6,1,2,1,1,10,70,30:18.1,5418133,32,1,01:15.4,210.669,1
99,4,4,8,1,2,2,8,70,8.329,5426462,34,2,01:15.6,210.183,1
99,22,6,2,10,3,3,6,70,31.622,5449755,50,6,01:16.0,208.845,1
99,15,4,7,5,4,4,5,70,32.082,5450215,15,9,01:16.2,208.262,1
99,18,16,9,4,5,5,4,70,32.482,5450615,50,5,01:16.0,209.021,1
99,14,1,5,3,6,6,3,70,35.52,5453653,11,10,01:16.3,208.112,1
99,8,1,6,9,7,7,2,70,36.23,5454363,30,3,01:15.8,209.518,1
99,31,3,3,6,8,8,1,70,43.419,5461552,48,8,01:16.1,208.557,1
99,17,19,14,12,9,9,0,70,52.394,5470527,53,4,01:16.0,209.063,1
99,48,3,4,8,10,10,0,70,58.166,5476299,56,7,01:16.1,208.749,1
99,32,19,15,13,11,11,0,69,\N,\N,37,13,01:16.9,206.625,11
99,21,15,11,15,12,12,0,69,\N,\N,22,11,01:16.7,207.037,11
99,13,15,12,16,13,13,0,69,\N,\N,23,16,01:17.4,205.194,11
99,43,7,16,11,14,14,0,69,\N,\N,49,14,01:16.9,206.397,11
99,44,7,17,14,15,15,0,68,\N,\N,53,15,01:17.1,206.043,12
99,2,17,18,17,16,16,0,68,\N,\N,26,18,01:18.6,201.961,12
99,45,17,19,18,17,17,0,67,\N,\N,15,17,01:17.6,204.525,13
99,46,18,20,19,18,18,0,66,\N,\N,52,19,01:18.9,201.18,14
99,47,18,21,20,\N,19,0,31,\N,\N,13,20,01:19.7,199.344,20
99,11,16,10,7,\N,20,0,15,\N,\N,14,12,01:16.8,206.741,5
100,30,6,1,4,1,1,10,60,24:42.7,5082700,14,1,01:18.7,235.049,1
100,8,1,6,1,2,2,8,60,2.13,5084830,10,4,01:19.6,232.641,1
100,22,6,2,2,3,3,6,60,3.114,5085814,8,2,01:19.3,233.398,1
100,18,16,9,3,4,4,5,60,10.683,5093383,10,3,01:19.5,232.835,1
100,31,3,3,7,5,5,4,60,12.173,5094873,26,6,01:20.0,231.437,1
100,21,15,11,20,6,6,3,60,12.888,5095588,22,5,01:19.8,231.887,1
100,14,1,5,6,7,7,2,60,19.668,5102368,25,10,01:20.5,229.773,1
100,17,19,14,9,8,8,1,60,23.701,5106401,11,12,01:20.8,229.145,1
100,13,15,12,10,9,9,0,60,24.023,5106723,58,9,01:20.5,229.953,1
100,4,4,8,16,10,10,0,60,24.835,5107535,39,8,01:20.4,230.073,1
100,11,16,10,8,11,11,0,60,33.736,5116436,12,14,01:20.8,229.082,1
100,48,3,4,11,12,12,0,60,34.303,5117003,58,7,01:20.4,230.096,1
100,43,7,16,12,13,13,0,59,\N,\N,35,13,01:20.8,229.145,11
100,32,19,15,13,14,14,0,59,\N,\N,10,15,01:21.0,228.613,11
100,2,17,18,15,15,15,0,59,\N,\N,17,16,01:21.7,226.475,11
100,46,18,20,18,16,16,0,56,\N,\N,33,19,01:24.3,219.554,14
100,45,17,19,14,\N,17,0,47,\N,\N,13,17,01:22.1,225.301,20
100,15,4,7,5,\N,18,0,39,\N,\N,34,11,01:20.7,229.466,3
100,47,18,21,19,\N,19,0,29,\N,\N,12,20,01:24.3,219.5,5
100,44,7,17,17,\N,20,0,16,\N,\N,4,18,01:23.1,222.631,3
101,30,6,1,1,1,1,10,66,23:54.8,5034848,5,2,01:13.8,223.173,1
101,18,16,9,13,2,2,8,66,8.388,5043236,11,3,01:14.1,222.167,1
101,4,4,8,5,3,3,6,66,16.351,5051199,8,5,01:14.3,221.724,1
101,14,1,5,4,4,4,5,66,19.231,5054079,8,8,01:14.6,220.853,1
101,31,3,3,2,5,5,4,66,23.055,5057903,10,7,01:14.4,221.185,1
101,17,19,14,11,6,6,3,66,41.108,5075956,65,11,01:14.9,219.895,1
101,42,3,4,10,7,7,2,66,41.956,5076804,65,10,01:14.6,220.77,1
101,11,16,10,8,8,8,1,66,46.842,5081690,29,9,01:14.6,220.773,1
101,21,15,11,14,9,9,0,66,+1:07.102,5101950,39,15,01:15.6,217.708,1
101,32,19,15,12,10,10,0,66,+1:08.578,5103426,33,13,01:15.0,219.42,1
101,15,4,7,6,11,11,0,66,+1:10.258,5105106,9,6,01:14.4,221.364,1
101,22,6,2,7,12,12,0,66,+1:13.252,5108100,59,12,01:15.0,219.66,1
101,13,15,12,16,13,13,0,65,\N,\N,61,17,01:16.2,215.958,11
101,44,7,17,9,14,14,0,65,\N,\N,59,4,01:14.2,221.778,11
101,45,17,19,17,15,15,0,63,\N,\N,63,16,01:16.1,216.497,13
101,47,18,21,20,16,16,0,62,\N,\N,18,20,01:18.8,209.07,14
101,46,18,20,19,17,17,0,62,\N,\N,52,19,01:18.4,210.105,14
101,2,17,18,18,\N,18,0,42,\N,\N,20,18,01:16.9,214.119,64
101,43,7,16,15,\N,19,0,38,\N,\N,20,14,01:15.1,219.128,29
101,8,1,6,3,\N,20,0,13,\N,\N,10,1,01:13.8,223.182,65
102,30,6,1,1,1,1,10,70,35:26.1,5726131,29,1,01:19.1,199.461,1
102,22,6,2,2,2,2,8,70,4.696,5730827,29,2,01:19.2,199.103,1
102,4,4,8,5,3,3,6,70,44.599,5770730,49,3,01:20.3,196.469,1
102,31,3,3,7,4,4,5,70,+1:02.613,5788744,49,7,01:20.7,195.398,1
102,18,16,9,4,5,5,4,70,+1:07.439,5793570,47,4,01:20.4,196.103,1
102,11,16,10,3,6,6,3,69,\N,\N,10,10,01:21.0,194.639,11
102,42,3,4,6,7,7,2,69,\N,\N,48,5,01:20.5,195.918,11
102,21,15,11,8,8,8,1,69,\N,\N,53,9,01:21.0,194.658,11
102,14,1,5,12,9,9,0,69,\N,\N,67,11,01:21.1,194.389,11
102,17,19,14,11,10,10,0,69,\N,\N,45,8,01:20.8,195.132,11
102,44,7,17,13,11,11,0,69,\N,\N,50,12,01:21.3,193.968,11
102,2,17,18,16,12,12,0,68,\N,\N,68,13,01:21.5,193.473,12
102,32,19,15,14,13,13,0,68,\N,\N,45,17,01:22.5,191.101,12
102,46,18,20,19,14,14,0,66,\N,\N,65,19,01:24.6,186.423,14
102,47,18,21,18,15,15,0,65,\N,\N,63,20,01:24.9,185.865,15
102,45,17,19,17,\N,16,0,48,\N,\N,43,18,01:22.9,190.186,6
102,15,4,7,9,\N,17,0,41,\N,\N,10,6,01:20.7,195.422,5
102,41,7,16,15,\N,18,0,31,\N,\N,13,16,01:22.5,191.112,40
102,13,15,12,20,\N,19,0,21,\N,\N,14,15,01:21.9,192.674,23
102,8,1,6,10,\N,20,0,13,\N,\N,6,14,01:21.7,193.094,10
103,8,1,6,10,1,1,10,44,32:35.3,5555274,42,1,01:45.1,238.931,1
103,30,6,1,2,2,2,8,44,3.132,5558406,28,2,01:45.5,238.036,1
103,22,6,2,6,3,3,6,44,4.371,5559645,43,3,01:45.7,237.669,1
103,13,15,12,8,4,4,5,44,12.504,5567778,29,13,01:47.6,233.345,1
103,21,15,11,5,5,5,4,44,14.104,5569378,11,9,01:46.8,235.238,1
103,32,19,15,13,6,6,3,44,14.614,5569888,11,11,01:47.5,233.595,1
103,14,1,5,4,7,7,2,44,17.97,5573244,11,7,01:46.6,235.633,1
103,44,7,17,9,8,8,1,44,18.693,5573967,29,14,01:47.8,233.04,1
103,15,4,7,1,9,9,0,44,22.115,5577389,9,5,01:45.9,237.148,1
103,41,7,16,20,10,10,0,41,\N,\N,26,12,01:47.6,233.449,5
103,2,17,18,16,11,11,0,40,\N,\N,40,15,01:50.5,227.332,14
103,31,3,3,11,\N,12,0,37,\N,\N,36,6,01:46.5,235.704,27
103,42,3,4,14,\N,13,0,31,\N,\N,26,8,01:46.7,235.278,6
103,18,16,9,12,\N,14,0,29,\N,\N,26,10,01:47.2,234.375,4
103,47,18,21,18,\N,15,0,28,\N,\N,25,16,01:51.0,226.185,4
103,4,4,8,3,\N,16,0,11,\N,\N,9,4,01:45.9,237.211,5
103,17,19,14,7,\N,17,0,0,\N,\N,\N,\N,\N,\N,4
103,11,16,10,15,\N,18,0,0,\N,\N,\N,\N,\N,\N,4
103,46,18,20,17,\N,19,0,0,\N,\N,\N,\N,\N,\N,4
103,45,17,19,19,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
104,22,6,2,1,1,1,10,53,15:18.4,4518448,41,1,01:21.0,257.32,1
104,30,6,1,3,2,2,8,53,1.347,4519795,35,2,01:21.4,256.324,1
104,18,16,9,6,3,3,6,53,10.197,4528645,13,6,01:22.7,252.262,1
104,11,16,10,5,4,4,5,53,15.37,4533818,32,5,01:22.7,252.296,1
104,31,3,3,2,5,5,4,53,32.352,4550800,32,10,01:22.9,251.477,1
104,14,1,5,10,6,6,3,53,33.439,4551887,24,9,01:22.9,251.599,1
104,42,3,4,8,7,7,2,53,33.752,4552200,32,3,01:22.2,253.566,1
104,21,15,11,15,8,8,1,53,35.431,4553879,51,4,01:22.6,252.433,1
104,17,19,14,12,9,9,0,53,56.761,4575209,53,12,01:23.1,250.99,1
104,15,4,7,9,10,10,0,53,+1:06.316,4584764,52,7,01:22.9,251.702,1
104,41,7,16,11,11,11,0,53,+1:22.531,4600979,52,14,01:23.4,250.027,1
104,13,15,12,16,12,12,0,52,\N,\N,50,11,01:22.9,251.441,11
104,32,19,15,14,13,13,0,52,\N,\N,29,15,01:23.4,249.961,11
104,2,17,18,20,14,14,0,52,\N,\N,23,17,01:24.2,247.781,11
104,47,18,21,19,15,15,0,50,\N,\N,31,18,01:26.4,241.497,13
104,4,4,8,4,\N,16,0,40,\N,\N,31,8,01:22.9,251.623,20
104,45,17,19,17,\N,17,0,33,\N,\N,13,16,01:24.1,248.091,3
104,46,18,20,18,\N,18,0,29,\N,\N,24,19,01:26.4,241.456,66
104,8,1,6,7,\N,19,0,13,\N,\N,11,13,01:23.4,250.162,5
104,44,7,17,13,\N,20,0,0,\N,\N,\N,\N,\N,\N,4
105,22,6,2,1,1,1,10,56,29:12.4,5352420,28,2,01:32.5,212.25,1
105,18,16,9,3,2,2,8,56,1.035,5353455,33,4,01:32.9,211.154,1
105,8,1,6,2,3,3,6,56,1.469,5353889,53,3,01:32.9,211.288,1
105,4,4,8,6,4,4,5,56,32.51,5384930,55,10,01:33.6,209.597,1
105,31,3,3,10,5,5,4,56,45.193,5397613,34,5,01:33.1,210.761,1
105,11,16,10,18,6,6,3,56,54.791,5407211,36,8,01:33.5,209.804,1
105,21,15,11,7,7,7,2,56,+1:05.454,5417874,25,7,01:33.5,209.833,1
105,13,15,12,4,8,8,1,56,+1:20.080,5432500,43,6,01:33.5,209.916,1
105,14,1,5,9,9,9,0,56,+1:20.619,5433039,26,11,01:33.7,209.369,1
105,17,19,14,11,10,10,0,55,\N,\N,32,15,01:34.9,206.797,11
105,35,4,7,12,11,11,0,55,\N,\N,55,17,01:35.0,206.672,11
105,30,6,1,20,12,12,0,55,\N,\N,55,1,01:32.2,212.749,11
105,2,17,18,14,13,13,0,55,\N,\N,55,14,01:34.7,207.181,11
105,44,7,17,8,14,14,0,55,\N,\N,51,13,01:34.6,207.431,11
105,10,17,19,16,15,15,0,55,\N,\N,54,16,01:34.9,206.714,11
105,47,18,21,19,16,16,0,53,\N,\N,51,20,01:37.6,201.106,13
105,46,18,20,17,\N,17,0,38,\N,\N,23,19,01:37.4,201.521,36
105,23,3,4,5,\N,18,0,37,\N,\N,31,9,01:33.5,209.774,4
105,41,7,16,13,\N,19,0,35,\N,\N,24,12,01:34.3,208.165,7
105,32,19,15,15,\N,20,0,11,\N,\N,10,18,01:36.9,202.539,4
106,30,6,1,1,1,1,10,53,24:27.0,5066985,41,2,01:32.8,225.281,1
106,23,3,4,2,2,2,8,53,14.098,5081083,23,3,01:33.5,223.663,1
106,18,16,9,5,3,3,6,53,19.662,5086647,33,7,01:33.8,222.824,1
106,11,16,10,4,4,4,5,53,31.781,5098766,28,5,01:33.7,223.007,1
106,4,4,8,11,5,5,4,53,37.767,5104752,29,12,01:34.3,221.737,1
106,8,1,6,12,6,6,3,53,39.362,5106347,35,10,01:33.9,222.585,1
106,31,3,3,13,7,7,2,53,55.347,5122332,30,6,01:33.8,222.919,1
106,21,15,11,7,8,8,1,53,56.276,5123261,44,8,01:33.9,222.751,1
106,13,15,12,19,9,9,0,53,+1:29.656,5156641,40,4,01:33.6,223.312,1
106,35,4,7,9,10,10,0,52,\N,\N,28,16,01:35.3,219.385,11
106,15,7,16,6,11,11,0,52,\N,\N,52,14,01:34.6,220.924,11
106,32,19,15,14,12,12,0,52,\N,\N,32,15,01:35.3,219.451,11
106,2,17,18,16,13,13,0,52,\N,\N,25,17,01:35.5,218.847,11
106,44,7,17,10,14,14,0,51,\N,\N,11,13,01:34.4,221.364,12
106,10,17,19,17,15,15,0,51,\N,\N,14,18,01:36.7,216.259,12
106,46,18,20,18,16,16,0,50,\N,\N,27,19,01:39.4,210.415,13
106,47,18,21,20,\N,17,0,41,\N,\N,26,20,01:39.4,210.241,20
106,14,1,5,8,\N,18,0,38,\N,\N,14,9,01:33.9,222.592,4
106,22,6,2,15,\N,19,0,38,\N,\N,30,1,01:32.7,225.441,4
106,17,19,14,3,\N,20,0,20,\N,\N,13,11,01:34.2,221.855,25
107,31,3,3,2,1,1,10,71,28:01.5,5281451,49,1,01:11.5,217.038,1
107,8,1,6,3,2,2,8,71,1.022,5282473,52,2,01:11.6,216.768,1
107,22,6,2,1,3,3,6,71,24.099,5305550,22,3,01:11.7,216.435,1
107,4,4,8,8,4,4,5,71,48.508,5329959,42,9,01:12.1,215.097,1
107,23,3,4,7,5,5,4,71,49.74,5331191,23,5,01:11.8,216.158,1
107,11,16,10,6,6,6,3,71,50.248,5331699,51,7,01:11.9,215.626,1
107,30,6,1,18,7,7,2,71,50.626,5332077,49,4,01:11.8,216.161,1
107,13,15,12,4,8,8,1,71,+1:02.310,5343761,68,8,01:12.1,215.252,1
107,21,15,11,10,9,9,0,71,+1:03.842,5345293,69,6,01:11.9,215.818,1
107,35,4,7,13,10,10,0,70,\N,\N,68,10,01:12.2,214.823,11
107,14,1,5,12,11,11,0,70,\N,\N,40,12,01:12.5,213.899,11
107,15,7,16,9,12,12,0,70,\N,\N,65,11,01:12.4,214.156,11
107,41,7,17,14,13,13,0,70,\N,\N,69,14,01:13.0,212.612,11
107,32,19,15,15,14,14,0,69,\N,\N,49,13,01:12.9,212.816,12
