raceId,driverId,constructorId,number,position,q,qNumber
81,39,17,19,17,01:23.6,1
81,40,18,20,19,01:25.6,1
82,2,3,8,7,01:15.4,1
82,4,4,5,3,01:14.9,1
82,8,1,9,1,01:14.3,1
82,11,16,4,8,01:15.5,1
82,13,15,12,13,0:01:16,1
82,14,9,14,11,01:15.7,1
82,15,7,16,9,01:15.5,1
82,17,3,7,6,01:15.1,1
82,18,16,3,2,01:14.8,1
82,21,4,6,4,01:14.9,1
82,22,6,2,15,01:16.2,1
82,23,7,17,12,01:15.7,1
82,27,18,21,16,01:17.5,1
82,30,6,1,5,0:01:15,1
82,31,1,10,19,\N,1
82,32,9,15,10,01:15.6,1
82,33,17,18,18,01:18.6,1
82,35,15,11,14,0:01:16,1
82,38,18,20,17,01:18.3,1
82,39,17,19,20,\N,1
83,2,3,8,12,01:22.1,1
83,4,4,5,6,01:21.1,1
83,8,1,9,4,01:20.9,1
83,11,16,4,10,01:21.8,1
83,13,15,12,14,01:22.6,1
83,14,9,14,13,01:22.3,1
83,15,7,16,3,01:20.8,1
83,17,3,7,16,01:23.5,1
83,18,16,3,8,01:21.3,1
83,21,4,6,9,01:21.3,1
83,22,6,2,7,01:21.2,1
83,23,7,17,5,0:01:21,1
83,27,18,21,17,01:24.4,1
83,30,6,1,1,01:19.9,1
83,31,1,10,2,01:20.8,1
83,32,9,15,11,01:21.9,1
83,33,17,18,20,\N,1
83,35,15,11,15,01:22.9,1
83,38,18,20,19,01:25.5,1
83,39,17,19,18,01:25.1,1
84,2,3,8,6,01:27.9,1
84,4,4,5,3,0:01:27,1
84,8,1,9,1,01:26.8,1
84,11,16,4,14,01:30.2,1
84,13,15,12,8,01:28.4,1
84,14,9,14,12,01:29.8,1
84,15,7,16,5,01:27.5,1
84,17,3,7,7,01:27.9,1
84,18,16,3,13,01:30.1,1
84,21,4,6,2,0:01:27,1
84,22,6,2,11,01:29.4,1
84,23,7,17,9,01:28.6,1
84,27,18,21,16,01:32.2,1
84,30,6,1,20,\N,1
84,31,1,10,4,01:27.4,1
84,32,9,15,10,0:01:29,1
84,33,17,18,15,01:30.7,1
84,35,15,11,18,\N,1
84,38,18,20,17,\N,1
84,39,17,19,19,\N,1
85,4,4,5,3,01:21.3,1
85,8,1,9,1,01:20.9,1
85,11,16,4,5,01:21.5,1
85,13,15,12,15,01:23.1,1
85,14,9,14,11,01:22.3,1
85,15,7,16,6,01:21.6,1
85,17,3,7,14,01:22.6,1
85,18,16,3,4,01:21.4,1
85,21,4,6,9,01:22.1,1
85,22,6,2,8,0:01:22,1
85,23,7,17,10,01:22.3,1
85,27,18,21,20,0:01:27,1
85,30,6,1,7,01:21.7,1
85,31,1,10,2,01:21.1,1
85,32,9,15,13,01:22.5,1
85,33,17,18,17,01:24.7,1
85,35,15,11,12,01:22.4,1
85,38,18,20,18,01:24.9,1
85,39,17,19,19,01:25.9,1
85,42,3,8,16,01:23.3,1
86,4,4,5,5,01:46.8,1
86,8,1,9,2,01:46.4,1
86,11,16,4,11,01:48.4,1
86,13,15,12,8,01:47.9,1
86,14,9,14,12,01:48.5,1
86,15,7,16,4,01:46.6,1
86,17,3,7,10,01:48.1,1
86,18,16,3,9,0:01:48,1
86,21,4,6,3,01:46.5,1
86,22,6,2,13,01:48.6,1
86,23,7,17,6,01:47.4,1
86,27,18,21,18,01:49.8,1
86,30,6,1,7,01:47.5,1
86,31,1,10,1,01:46.4,1
86,32,9,15,16,0:01:49,1
86,33,17,18,19,01:51.5,1
86,35,15,11,14,01:48.9,1
86,38,18,20,17,01:49.8,1
86,39,17,19,20,01:51.7,1
86,42,3,8,15,01:48.9,1
87,4,4,5,1,0:01:12,1
87,8,1,9,5,01:12.8,1
87,11,16,4,19,\N,1
87,13,15,12,9,01:13.2,1
87,14,9,14,16,01:13.8,1
87,15,7,16,8,0:01:13,1
87,17,3,7,14,01:13.5,1
87,18,16,3,4,01:12.7,1
87,21,4,6,3,01:12.6,1
87,22,6,2,10,01:13.2,1
87,23,7,17,11,01:13.3,1
87,27,18,21,18,01:14.8,1
87,30,6,1,7,0:01:13,1
87,31,1,10,2,01:12.1,1
87,32,9,15,6,01:12.9,1
87,33,17,18,13,01:13.4,1
87,35,15,11,12,01:13.4,1
87,38,18,20,20,\N,1
87,39,17,19,17,01:14.5,1
87,42,3,8,15,01:13.6,1
88,4,4,5,16,01:54.7,1
88,8,1,9,17,02:02.3,1
88,11,16,4,5,01:46.8,1
88,13,15,12,10,01:48.3,1
88,14,9,14,6,01:46.9,1
88,15,7,16,19,\N,1
88,17,3,7,7,01:47.2,1
88,18,16,3,2,01:46.1,1
88,21,4,6,3,01:46.3,1
88,22,6,2,9,01:48.2,1
88,23,7,17,1,01:46.1,1
88,27,18,21,13,01:50.8,1
88,30,6,1,14,01:52.7,1
88,31,1,10,18,\N,1
88,32,9,15,4,01:46.5,1
88,33,17,18,20,\N,1
88,35,15,11,8,01:47.4,1
88,38,18,20,15,01:52.9,1
88,39,17,19,11,01:48.7,1
88,42,3,8,12,01:48.9,1
89,4,4,5,1,01:34.1,1
89,8,1,9,3,01:34.5,1
89,11,16,4,17,01:37.1,1
89,13,15,12,11,01:35.9,1
89,14,9,14,7,01:35.4,1
89,15,7,16,12,0:01:36,1
89,17,3,7,10,01:35.7,1
89,18,16,3,4,01:34.8,1
89,21,4,6,2,01:34.4,1
89,22,6,2,8,01:35.6,1
89,23,7,17,9,01:35.7,1
89,27,18,21,18,01:39.1,1
89,30,6,1,6,01:35.3,1
89,31,1,10,5,01:35.2,1
89,32,9,15,14,01:36.5,1
89,33,17,18,19,01:39.2,1
89,35,15,11,16,01:36.8,1
89,38,18,20,20,01:39.5,1
89,39,17,19,15,01:36.7,1
89,42,3,8,13,01:36.4,1
90,2,17,18,15,01:28.2,1
90,4,4,8,5,01:25.7,1
90,8,1,6,10,01:26.3,1
90,11,16,10,7,01:25.9,1
90,13,15,12,11,01:27.1,1
90,14,1,5,12,01:27.3,1
90,15,4,7,9,01:26.3,1
90,17,19,14,6,01:25.8,1
90,18,16,9,4,0:01:25,1
90,21,15,11,14,01:27.8,1
90,22,6,2,2,01:24.5,1
90,23,3,4,8,01:25.9,1
90,30,6,1,1,01:24.4,1
90,31,3,3,3,0:01:25,1
90,32,19,15,19,\N,1
90,43,7,16,13,01:27.8,1
90,44,7,17,18,\N,1
90,45,17,19,16,01:30.1,1
90,46,18,20,20,\N,1
90,47,18,21,17,01:30.7,1
91,2,17,18,15,01:36.6,1
91,4,4,8,19,\N,1
91,8,1,6,5,01:34.2,1
91,11,16,10,20,\N,1
91,13,15,12,11,0:01:35,1
91,14,1,5,9,01:34.6,1
91,15,4,7,8,01:34.4,1
91,17,19,14,2,01:33.7,1
91,18,16,9,6,01:34.2,1
91,21,15,11,12,01:35.1,1
91,22,6,2,3,01:33.8,1
91,23,3,4,7,01:34.2,1
91,30,6,1,1,01:33.1,1
91,31,3,3,4,01:34.1,1
91,32,19,15,13,01:35.2,1
91,43,7,16,10,01:34.9,1
91,44,7,17,14,01:35.6,1
91,45,17,19,18,01:39.9,1
91,46,18,20,16,01:38.6,1
91,47,18,21,17,01:39.3,1
92,2,17,18,15,01:33.5,1
92,4,4,8,17,01:34.1,1
92,8,1,6,20,\N,1
92,11,16,10,5,01:30.8,1
92,13,15,12,13,01:32.5,1
92,14,1,5,10,01:31.7,1
92,15,4,7,7,0:01:31,1
92,17,19,14,14,01:32.6,1
92,18,16,9,6,01:30.9,1
92,21,15,11,11,01:31.7,1
92,22,6,2,2,01:30.5,1
92,23,3,4,4,01:30.6,1
92,30,6,1,1,01:30.1,1
92,31,3,3,3,01:30.6,1
92,32,19,15,12,01:32.3,1
92,43,7,16,9,01:31.7,1
92,44,7,17,8,01:31.7,1
92,45,17,19,16,01:34.1,1
92,46,18,20,18,01:34.6,1
92,47,18,21,19,01:35.8,1
93,2,17,18,16,01:23.5,1
93,4,4,8,6,01:20.9,1
93,8,1,6,20,\N,1
93,11,16,10,7,01:20.9,1
93,13,15,12,12,01:21.5,1
93,14,1,5,11,01:21.1,1
93,15,4,7,9,0:01:21,1
93,17,19,14,8,01:20.9,1
93,18,16,9,1,01:19.8,1
93,21,15,11,19,\N,1
93,22,6,2,4,01:20.5,1
93,23,3,4,5,01:20.5,1
93,30,6,1,2,0:01:20,1
93,31,3,3,3,01:20.2,1
93,32,19,15,14,01:21.9,1
93,43,7,16,10,01:21.1,1
93,44,7,17,13,01:21.6,1
93,45,17,19,15,01:23.4,1
93,46,18,20,17,01:26.9,1
93,47,18,21,18,01:46.3,1
94,2,17,18,15,01:17.8,1
94,4,4,8,8,01:16.4,1
94,8,1,6,13,01:17.4,1
94,11,16,10,3,01:15.8,1
94,13,15,12,17,01:17.9,1
94,14,1,5,10,01:16.6,1
94,15,4,7,4,01:16.1,1
94,17,19,14,9,01:16.5,1
94,18,16,9,14,01:17.6,1
94,21,15,11,12,01:17.4,1
94,22,6,2,5,01:16.3,1
94,23,3,4,6,01:16.3,1
94,30,6,1,1,0:01:15,1
94,31,3,3,2,01:15.6,1
94,32,19,15,16,01:17.8,1
94,43,7,16,11,0:01:17,1
94,44,7,17,7,01:16.3,1
94,45,17,19,19,01:20.6,1
94,46,18,20,18,01:19.8,1
94,47,18,21,20,01:21.5,1
95,2,17,18,17,01:16.5,1
95,4,4,8,4,01:14.4,1
95,8,1,6,6,01:14.6,1
95,11,16,10,8,01:14.8,1
95,13,15,12,16,01:16.2,1
95,14,1,5,9,0:01:15,1
95,15,4,7,1,0:01:14,1
95,17,19,14,12,01:15.7,1
95,18,16,9,3,01:14.4,1
95,21,15,11,11,01:15.4,1
95,22,6,2,7,01:14.7,1
95,23,3,4,2,01:14.3,1
95,30,6,1,5,01:14.5,1
95,31,3,3,10,0:01:15,1
95,32,19,15,14,01:15.9,1
95,43,7,16,15,01:16.2,1
95,44,7,17,13,01:15.9,1
95,45,17,19,18,01:17.4,1
95,46,18,20,20,01:20.1,1
95,47,18,21,19,01:20.1,1
96,2,17,18,13,01:31.6,1
96,4,4,8,6,01:29.3,1
96,8,1,6,4,01:29.1,1
96,11,16,10,2,0:01:29,1
96,13,15,12,16,0:01:32,1
96,14,1,5,18,\N,1
96,15,4,7,3,01:29.1,1
96,17,19,14,14,01:31.8,1
96,18,16,9,5,01:29.2,1
96,21,15,11,19,\N,1
96,22,6,2,7,01:29.4,1
96,23,3,4,9,01:29.5,1
96,30,6,1,1,01:28.4,1
96,31,3,3,8,01:29.4,1
96,32,19,15,12,01:31.4,1
96,43,7,16,11,01:29.7,1
96,44,7,17,10,01:29.7,1
96,45,17,19,15,0:01:32,1
96,46,18,20,20,\N,1
96,47,18,21,17,01:34.4,1
97,2,17,18,15,01:15.3,1
97,4,4,8,5,01:13.3,1
97,8,1,6,8,01:13.6,1
97,10,17,19,16,01:16.3,1
97,11,16,10,17,0:01:17,1
97,13,15,12,19,\N,1
97,14,1,5,9,01:13.7,1
97,15,4,7,3,0:01:13,1
97,17,19,14,14,01:15.1,1
97,18,16,9,2,01:12.3,1
97,21,15,11,11,01:14.7,1
97,22,6,2,7,01:13.6,1
97,23,3,4,1,01:12.3,1
97,30,6,1,6,01:13.4,1
97,31,3,3,4,01:13.1,1
97,32,19,15,10,01:14.5,1
97,43,7,16,12,01:14.9,1
97,44,7,17,13,01:14.9,1
97,46,18,20,20,\N,1
97,47,18,21,18,01:17.1,1
98,2,17,18,16,01:13.1,1
98,4,4,8,9,01:11.2,1
98,8,1,6,7,01:11.1,1
98,11,16,10,3,01:10.6,1
98,13,15,12,15,01:12.7,1
98,14,1,5,12,0:01:12,1
98,15,4,7,20,\N,1
98,17,19,14,10,01:11.3,1
98,18,16,9,4,01:10.8,1
98,21,15,11,14,01:12.5,1
98,22,6,2,1,01:10.2,1
98,23,3,4,6,01:11.1,1
98,30,6,1,2,01:10.4,1
98,31,3,3,5,01:11.1,1
98,32,19,15,13,01:12.2,1
98,43,7,16,11,01:11.7,1
98,44,7,17,8,01:11.2,1
98,45,17,19,17,01:13.4,1
98,46,18,20,18,0:01:14,1
98,47,18,21,19,01:14.8,1
99,2,17,18,17,01:16.8,1
99,4,4,8,1,01:13.7,1
99,8,1,6,9,01:14.3,1
99,11,16,10,7,01:14.2,1
99,13,15,12,16,01:16.2,1
99,14,1,5,3,0:01:14,1
99,15,4,7,5,01:14.1,1
99,17,19,14,12,01:14.8,1
99,18,16,9,4,0:01:14,1
99,21,15,11,15,01:16.2,1
99,22,6,2,10,01:14.5,1
99,30,6,1,2,0:01:14,1
99,31,3,3,6,01:14.2,1
99,32,19,15,13,01:15.1,1
99,43,7,16,11,01:14.6,1
99,44,7,17,14,01:15.1,1
99,45,17,19,18,01:17.5,1
99,46,18,20,19,01:17.9,1
99,47,18,21,20,01:18.2,1
99,48,3,4,8,01:14.3,1
100,2,17,18,17,01:22.7,1
100,4,4,8,6,01:18.8,1
100,8,1,6,1,01:18.2,1
100,11,16,10,9,01:19.7,1
100,13,15,12,11,01:20.2,1
100,14,1,5,7,01:19.1,1
100,15,4,7,5,01:18.7,1
100,17,19,14,10,0:01:20,1
100,18,16,9,3,01:18.6,1
100,21,15,11,20,\N,1
100,22,6,2,2,01:18.3,1
100,30,6,1,4,01:18.7,1
100,31,3,3,8,01:19.4,1
100,32,19,15,15,01:21.6,1
100,43,7,16,14,01:20.5,1
100,44,7,17,12,01:20.3,1
100,45,17,19,16,01:22.5,1
100,46,18,20,18,01:23.4,1
100,47,18,21,19,01:24.1,1
100,48,3,4,13,01:20.3,1
101,2,17,18,18,01:16.3,1
101,4,4,8,6,01:13.9,1
101,8,1,6,4,01:13.7,1
101,11,16,10,9,01:14.3,1
101,13,15,12,16,01:15.6,1
101,14,1,5,5,01:13.8,1
101,15,4,7,7,01:14.1,1
101,17,19,14,12,01:14.8,1
101,18,16,9,3,01:13.7,1
101,21,15,11,14,01:15.4,1
101,22,6,2,8,01:14.3,1
101,30,6,1,1,01:13.3,1
101,31,3,3,2,01:13.7,1
101,32,19,15,13,0:01:15,1
101,42,3,4,11,01:14.6,1
101,43,7,16,15,01:15.5,1
101,44,7,17,10,01:14.4,1
101,45,17,19,17,01:16.2,1
101,46,18,20,19,01:18.1,1
101,47,18,21,20,01:18.4,1
102,2,17,18,16,01:22.2,1
102,4,4,8,5,0:01:20,1
102,8,1,6,10,01:20.6,1
102,11,16,10,3,01:19.7,1
102,13,15,12,20,\N,1
102,14,1,5,12,01:20.9,1
102,15,4,7,9,01:20.4,1
102,17,19,14,11,01:20.7,1
102,18,16,9,4,01:19.7,1
102,21,15,11,8,01:20.3,1
102,22,6,2,2,01:19.3,1
102,30,6,1,1,01:19.1,1
102,31,3,3,7,01:20.2,1
102,32,19,15,14,01:21.1,1
102,41,7,16,15,01:21.1,1
102,42,3,4,6,01:20.2,1
102,44,7,17,13,01:21.1,1
102,45,17,19,17,01:22.4,1
102,46,18,20,19,01:24.7,1
102,47,18,21,18,01:24.3,1
103,2,17,18,16,02:02.6,1
103,4,4,8,3,01:56.7,1
103,8,1,6,10,01:59.6,1
103,11,16,10,15,02:01.8,1
103,13,15,12,8,0:01:59,1
103,14,1,5,4,0:01:58,1
103,15,4,7,1,01:56.2,1
103,17,19,14,7,01:58.7,1
103,18,16,9,12,02:00.2,1
103,21,15,11,5,0:01:58,1
103,22,6,2,6,01:58.2,1
103,30,6,1,2,01:56.3,1
103,31,3,3,11,01:59.7,1
103,32,19,15,13,02:01.2,1
103,41,7,16,20,02:03.9,1
103,42,3,4,14,02:01.4,1
103,44,7,17,9,01:59.6,1
103,45,17,19,19,02:03.8,1
103,46,18,20,17,02:02.7,1
103,47,18,21,18,02:03.3,1
104,2,17,18,17,01:22.3,1
104,4,4,8,4,01:20.6,1
104,8,1,6,7,01:20.9,1
104,11,16,10,5,01:20.7,1
104,13,15,12,16,01:22.3,1
104,14,1,5,10,0:01:21,1
104,15,4,7,9,0:01:21,1
104,17,19,14,12,01:21.6,1
104,18,16,9,6,01:20.8,1
104,21,15,11,15,01:22.2,1
104,22,6,2,1,01:20.1,1
104,30,6,1,3,01:20.6,1
104,31,3,3,2,01:20.6,1
104,32,19,15,14,0:01:22,1
104,41,7,16,11,01:21.5,1
104,42,3,4,8,01:20.9,1
104,44,7,17,13,01:21.8,1
104,45,17,19,18,01:23.2,1
104,46,18,21,20,01:24.9,1
104,47,18,20,19,01:24.8,1
105,2,17,18,15,01:36.5,1
105,4,4,8,6,01:34.9,1
105,8,1,6,2,01:34.2,1
105,10,17,19,17,01:37.1,1
105,11,16,10,9,0:01:35,1
105,13,15,12,4,01:34.8,1
105,14,1,5,10,0:01:35,1
105,17,19,14,12,01:35.3,1
105,18,16,9,3,01:34.3,1
105,21,15,11,7,0:01:35,1
105,22,6,2,1,0:01:34,1
105,23,3,4,5,01:34.9,1
105,30,6,1,20,\N,1
105,31,3,3,11,01:35.2,1
105,32,19,15,16,01:36.5,1
105,35,4,7,13,01:35.4,1
105,41,7,16,14,01:35.4,1
105,44,7,17,8,0:01:35,1
105,46,18,20,19,\N,1
105,47,18,21,18,01:40.2,1
106,2,17,18,16,0:01:42,1
106,4,4,8,11,01:36.7,1
106,8,1,6,12,01:36.8,1
106,10,17,19,17,01:43.5,1
106,11,16,10,4,01:34.9,1
106,13,15,12,20,\N,1
106,14,1,5,8,01:36.2,1
106,15,7,16,6,01:35.2,1
106,17,19,14,3,01:34.6,1
106,18,16,9,5,01:35.2,1
106,21,15,11,7,01:36.1,1
106,22,6,2,15,01:38.6,1
106,23,3,4,2,0:01:34,1
106,30,6,1,1,01:33.5,1
106,31,3,3,13,01:37.7,1
106,32,19,15,14,01:38.3,1
106,35,4,7,9,01:36.3,1
106,44,7,17,10,01:36.4,1
106,46,18,20,18,01:48.1,1
106,47,18,21,19,\N,1
107,2,17,18,17,01:12.8,1
107,4,4,8,9,01:11.5,1
107,8,1,6,3,01:10.9,1
107,10,17,19,18,01:13.5,1
107,11,16,10,6,01:11.1,1
107,13,15,12,4,01:10.9,1
107,14,1,5,13,01:11.8,1
107,15,7,16,10,01:11.5,1
107,17,19,14,12,01:11.7,1
107,18,16,9,5,01:11.1,1
107,21,15,11,11,01:11.6,1
107,22,6,2,1,01:10.6,1
107,23,3,4,7,01:11.1,1
107,30,6,1,8,01:11.4,1
107,31,3,3,2,01:10.8,1
107,32,19,15,16,01:12.2,1
107,35,4,7,14,01:11.8,1
107,41,7,17,15,0:01:12,1
107,46,18,20,20,\N,1
107,47,18,21,19,01:13.5,1
108,2,15,9,7,01:28.5,1
108,4,4,8,10,01:28.9,1
108,8,1,6,15,01:29.5,1
108,14,1,5,11,01:29.1,1
108,15,4,7,12,01:29.1,1
108,17,19,14,14,01:29.4,1
108,18,16,17,8,01:28.7,1
108,21,17,11,13,01:29.3,1
108,22,6,2,2,01:27.4,1
108,23,3,4,9,01:28.8,1
108,30,6,1,1,01:27.2,1
108,31,3,3,3,01:28.1,1
108,35,16,16,6,01:28.4,1
108,42,19,15,18,01:31.7,1
108,43,7,21,16,01:29.5,1
108,44,7,20,5,01:28.3,1
108,49,15,10,4,01:28.3,1
108,50,18,19,20,\N,1
108,51,18,18,19,\N,1
108,52,17,12,17,01:31.2,1
109,2,15,9,6,01:37.8,1
109,4,4,8,1,0:01:37,1
109,8,1,6,7,01:37.9,1
109,14,1,5,4,01:37.5,1
109,15,4,7,2,01:37.2,1
109,17,19,14,16,01:38.6,1
109,18,16,17,9,01:38.1,1
109,21,17,11,14,01:38.4,1
109,22,6,2,5,01:37.6,1
109,23,3,4,17,01:38.8,1
109,30,6,1,3,01:37.4,1
109,31,3,3,8,0:01:38,1
109,35,16,16,12,01:38.3,1
109,42,19,15,15,01:38.5,1
109,43,7,21,11,01:38.1,1
109,44,7,20,10,01:38.1,1
109,49,15,10,13,01:38.3,1
109,50,18,19,18,01:40.4,1
109,51,18,18,19,01:40.6,1
109,52,17,12,20,01:40.9,1
110,2,15,9,12,01:14.6,1
110,4,4,8,10,01:14.4,1
110,8,1,6,4,01:13.9,1
110,14,1,5,2,01:13.8,1
110,15,4,7,5,0:01:14,1
110,17,19,14,3,01:13.9,1
110,18,16,17,11,01:14.5,1
110,21,17,11,8,01:14.2,1
110,22,6,2,1,01:13.8,1
110,23,3,4,6,01:14.1,1
110,30,6,1,7,01:14.1,1
110,31,3,3,9,01:14.2,1
110,35,16,16,13,01:14.7,1
110,42,19,15,17,01:15.3,1
110,43,7,21,18,01:15.6,1
110,44,7,20,15,01:14.8,1
110,49,15,10,14,01:14.8,1
110,50,18,19,19,01:16.5,1
110,51,18,18,20,01:16.6,1
110,52,17,12,16,01:15.2,1
111,2,15,9,11,01:23.7,1
111,4,4,8,8,01:23.2,1
111,8,1,6,6,01:23.1,1
111,14,1,5,12,01:23.8,1
111,15,4,7,16,01:24.2,1
111,17,19,14,5,0:01:23,1
111,18,16,17,9,01:23.4,1
111,21,17,11,17,01:24.3,1
111,22,6,2,3,01:22.6,1
111,23,3,4,2,01:22.3,1
111,30,6,1,1,01:22.3,1
111,31,3,3,4,01:22.8,1
111,35,16,16,7,01:23.2,1
111,42,19,15,15,01:24.1,1
111,43,7,21,13,01:23.8,1
111,44,7,20,10,01:23.5,1
111,49,15,10,14,01:23.9,1
111,50,18,19,20,\N,1
111,51,18,18,18,01:25.8,1
111,52,17,12,19,01:26.4,1
112,2,15,9,14,01:19.6,1
112,4,4,8,3,01:18.2,1
112,8,1,6,20,\N,1
112,14,1,5,8,01:19.1,1
112,15,4,7,4,01:18.6,1
112,17,19,14,12,01:19.6,1
112,18,16,17,5,01:18.7,1
112,21,17,11,17,0:01:21,1
112,22,6,2,2,0:01:18,1
112,23,3,4,7,0:01:19,1
112,30,6,1,1,01:17.8,1
112,31,3,3,9,01:19.4,1
112,35,16,16,11,01:19.6,1
112,42,19,15,16,01:20.3,1
112,43,7,21,13,01:19.6,1
112,44,7,20,6,01:18.8,1
112,49,15,10,10,01:19.4,1
112,50,18,19,19,01:22.2,1
112,51,18,18,18,01:22.1,1
112,52,17,12,15,01:20.2,1
113,2,15,9,4,01:09.7,1
113,4,4,8,19,01:20.1,1
113,8,1,6,2,01:09.2,1
113,14,1,5,14,01:10.9,1
113,15,4,7,6,01:09.9,1
113,17,19,14,17,01:11.7,1
113,18,16,17,7,01:09.9,1
113,21,17,11,9,01:10.1,1
113,22,6,2,5,01:09.8,1
113,23,3,4,10,01:10.3,1
113,30,6,1,1,01:09.1,1
113,31,3,3,3,01:09.4,1
113,35,16,16,12,01:10.6,1
113,42,19,15,8,0:01:10,1
113,43,7,21,13,01:10.8,1
113,44,7,20,11,01:10.4,1
113,49,15,10,15,01:11.3,1
113,50,18,19,20,\N,1
113,51,18,18,18,01:14.5,1
113,52,17,12,16,01:11.5,1
114,2,15,9,14,01:17.2,1
114,4,4,8,8,01:15.9,1
114,8,1,6,2,01:15.3,1
114,14,1,5,6,01:15.7,1
114,15,4,7,4,01:15.5,1
114,17,19,14,9,01:16.2,1
114,18,16,17,20,\N,1
114,21,17,11,12,0:01:17,1
114,22,6,2,7,01:15.8,1
114,23,3,4,1,01:15.3,1
114,30,6,1,5,01:15.6,1
114,31,3,3,3,01:15.4,1
114,35,16,16,11,01:16.8,1
114,42,19,15,13,01:17.1,1
114,43,7,21,10,01:16.7,1
114,44,7,20,17,01:17.5,1
114,49,15,10,15,01:17.4,1
114,50,18,19,18,01:18.7,1
114,51,18,18,19,01:20.1,1
114,52,17,12,16,01:17.5,1
115,2,15,9,12,01:17.1,1
115,4,4,8,4,0:01:16,1
115,8,1,6,20,\N,1
115,14,1,5,11,0:01:17,1
115,15,4,7,8,01:16.7,1
115,17,19,14,6,01:16.2,1
115,18,16,17,17,01:18.2,1
115,21,17,11,16,0:01:18,1
115,22,6,2,5,01:16.1,1
115,23,3,4,1,01:15.5,1
115,30,6,1,3,0:01:16,1
115,31,3,3,2,01:15.9,1
115,35,16,16,14,01:17.3,1
115,42,19,15,13,01:17.3,1
115,43,7,21,9,01:16.8,1
115,44,7,20,7,01:16.6,1
115,49,15,10,10,01:16.9,1
115,50,18,19,15,0:01:18,1
115,51,18,18,18,01:18.6,1
115,52,17,12,19,01:18.7,1
116,2,15,9,20,\N,1
116,4,4,8,8,01:32.4,1
116,8,1,6,1,01:31.5,1
116,14,1,5,9,01:32.7,1
116,15,4,7,6,0:01:32,1
116,17,19,14,11,01:33.1,1
116,18,16,17,12,01:33.4,1
116,21,17,11,13,01:33.6,1
116,22,6,2,5,01:31.8,1
116,23,3,4,3,01:31.6,1
116,30,6,1,2,01:31.6,1
116,31,3,3,4,01:31.8,1
116,35,16,16,17,01:34.6,1
116,42,19,15,16,01:34.2,1
116,43,7,21,10,01:32.9,1
116,44,7,20,7,01:32.4,1
116,49,15,10,15,0:01:34,1
116,50,18,19,18,01:36.3,1
116,51,18,18,19,01:36.5,1
116,52,17,12,14,01:33.8,1
117,2,15,9,15,01:17.4,1
117,4,4,8,7,01:16.1,1
117,8,1,6,4,01:15.5,1
117,14,1,5,5,01:15.6,1
117,15,4,7,6,0:01:16,1
117,17,19,14,9,01:16.3,1
117,18,16,17,14,01:17.1,1
117,21,17,11,17,01:18.4,1
117,22,6,2,8,01:16.2,1
117,23,3,4,1,0:01:15,1
117,30,6,1,3,01:15.5,1
117,31,3,3,2,01:15.1,1
117,35,16,16,12,0:01:17,1
117,42,19,15,11,0:01:17,1
117,43,7,21,13,01:17.1,1
117,44,7,20,10,01:16.3,1
117,49,15,10,16,01:17.6,1
117,50,18,19,19,01:18.7,1
117,51,18,18,20,01:19.6,1
117,52,17,12,18,01:18.5,1
118,2,15,9,16,01:23.8,1
118,4,4,8,8,01:22.4,1
118,8,1,6,3,01:21.7,1
118,14,1,5,12,01:22.8,1
118,15,4,7,2,01:21.4,1
118,17,19,14,11,01:22.6,1
118,18,16,17,20,\N,1
118,21,17,11,15,01:23.6,1
118,22,6,2,1,01:21.2,1
118,23,3,4,4,01:21.7,1
118,30,6,1,5,01:21.9,1
118,31,3,3,7,01:22.2,1
118,35,16,16,9,01:22.6,1
118,42,19,15,10,01:22.6,1
118,43,7,21,6,01:22.1,1
118,44,7,20,13,0:01:23,1
118,49,15,10,14,01:23.2,1
118,50,18,19,19,01:25.8,1
118,51,18,18,18,01:25.5,1
118,52,17,12,17,01:24.4,1
119,2,15,9,15,01:17.6,1
119,4,4,8,8,01:16.5,1
119,8,1,6,5,01:15.9,1
119,14,1,5,10,01:16.7,1
119,15,4,7,4,01:15.7,1
119,17,19,14,11,01:16.8,1
119,18,16,17,17,01:18.1,1
119,21,17,11,12,01:16.8,1
119,22,6,2,3,01:15.5,1
119,23,3,4,2,01:15.2,1
119,30,6,1,6,01:15.9,1
119,31,3,3,1,01:15.2,1
119,35,16,16,13,01:17.1,1
119,43,7,21,9,01:16.5,1
119,44,7,20,7,0:01:16,1
119,49,15,10,14,01:17.2,1
119,50,18,19,19,0:01:19,1
119,51,19,15,16,0:01:18,1
119,52,17,12,18,01:18.3,1
119,53,18,18,20,01:19.2,1
120,2,15,9,11,01:23.6,1
120,4,4,8,1,01:21.7,1
120,8,1,6,7,01:22.7,1
120,14,1,5,9,01:23.1,1
120,15,4,7,6,01:22.6,1
120,17,19,14,3,0:01:22,1
120,18,16,17,14,01:23.8,1
120,21,17,11,13,01:23.7,1
120,22,6,2,5,01:22.2,1
120,23,3,4,2,01:21.9,1
120,30,6,1,8,01:22.8,1
120,31,3,3,4,01:22.2,1
120,35,16,16,16,01:24.1,1
120,43,7,21,15,0:01:24,1
120,44,7,20,10,01:23.4,1
120,47,17,12,19,01:26.7,1
120,49,15,10,17,01:24.6,1
120,50,18,19,18,01:26.4,1
120,51,19,15,12,01:23.7,1
120,53,18,18,20,01:28.9,1
121,2,15,9,16,01:23.8,1
